output_csv,duration,count,sequence_ids
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_tab_abtab.csv,1/32,3,"19,21,41"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_tab_abtab.csv,1/16,29,"0,2,3,5,6,7,9,10,11,12,14,15,17,18,20,24,25,26,28,30,31,33,34,37,38,39,40,42,43"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_tab_abtab.csv,1/8,12,"1,4,8,13,16,22,23,27,29,32,35,36"
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_abtab_fourstep.csv,1/32,3,"19,21,41"
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_abtab_fourstep.csv,1/16,1,20
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_abtab_fourstep.csv,1/8,1,1
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_abtab_non_chord.csv,1/32,3,"19,21,41"
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_abtab_non_chord.csv,1/16,28,"0,2,3,5,6,7,9,10,11,12,14,15,17,18,20,24,25,26,28,31,33,34,37,38,39,40,42,43"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_tab_raw.csv,1/32,3,"20,22,43"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_tab_raw.csv,1/16,24,"0,2,3,5,6,7,9,10,11,12,14,15,17,19,21,25,28,31,32,34,38,42,44,45"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_tab_raw.csv,1/8,18,"1,4,8,13,16,18,23,24,26,29,30,33,35,36,37,39,40,41"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_tab_raw.csv,1/6,1,27
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_raw_fourstep.csv,1/32,3,"20,22,43"
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_raw_fourstep.csv,1/16,1,21
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_raw_fourstep.csv,1/8,1,1
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_raw_non_chord.csv,1/32,3,"20,22,43"
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_tab_raw_non_chord.csv,1/16,23,"0,2,3,5,6,7,9,10,11,12,14,15,17,19,21,25,28,32,34,38,42,44,45"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-3.csv,1/32,1,2
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-3.csv,1/16,2,"1,4"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-3.csv,1/8,3,"0,3,5"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-3_fourstep.csv,1/32,1,2
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-3_fourstep.csv,1/16,1,1
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-2.csv,1/32,1,3
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-2.csv,1/16,6,"0,1,2,4,5,6"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-0.csv,1/32,1,21
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-0.csv,1/16,15,"0,2,3,4,6,7,9,11,13,14,17,18,19,20,22"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-0.csv,1/8,7,"1,5,8,10,12,15,16"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-0_fourstep.csv,1/32,1,21
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-0_fourstep.csv,1/8,2,"1,10"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-4.csv,1/16,3,"1,3,4"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-4.csv,1/8,3,"0,2,5"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-1.csv,1/16,6,"0,1,3,5,6,8"
output/5256_05_inviolata_integra_desprez-3/voices/5256_05_inviolata_integra_desprez-3_voice-1.csv,1/8,3,"2,4,7"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_voices_merged.csv,1/32,3,"2,9,34"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_voices_merged.csv,1/16,32,"1,4,6,7,8,10,11,12,13,15,16,17,19,20,22,24,26,27,30,31,32,33,35,37,39,40,42,43,45,47,48,50"
output/5256_05_inviolata_integra_desprez-3/5256_05_inviolata_integra_desprez-3_voices_merged.csv,1/8,16,"0,3,5,14,18,21,23,25,28,29,36,38,41,44,46,49"
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_voices_merged_fourstep.csv,1/32,2,"2,34"
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_voices_merged_fourstep.csv,1/16,1,1
output/5256_05_inviolata_integra_desprez-3/fourstep/5256_05_inviolata_integra_desprez-3_voices_merged_fourstep.csv,1/8,2,"14,23"
