note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
444;50;1/4;109/2;261;4;adaptation;0;1;True;1;[non_monotonic]
447;57;1/8;55;263;4;match;3;1;False;1;[non_monotonic]
450;55;1/8;441/8;264;4;ornamentation;0;1;False;1;[non_monotonic]
451;57;1/8;221/4;265;4;ornamentation;0;1;False;1;[non_monotonic]
452;58;1/8;443/8;266;4;ornamentation;0;1;False;1;[non_monotonic]
453;57;1/4;111/2;267;4;repetition;0;1;True;1;[non_monotonic]
85;64;1/4;45/4;52;2;ornamentation;0;5;True;2;[non_monotonic]
86;65;1/8;23/2;53;2;ornamentation;0;5;False;2;[non_monotonic]
87;64;1/8;93/8;54;2;ornamentation;0;5;False;2;[non_monotonic]
88;62;1/8;47/4;55;2;ornamentation;0;5;False;2;[non_monotonic]
89;64;1/8;95/8;56;2;ornamentation;0;5;False;2;[non_monotonic]
93;65;1/4;12;57;2;match;2;5;True;2;[non_monotonic]
259;72;1/8;269/8;155;0;ornamentation;0;18;True;7;[monotonic_perfect_fifth_0_0]
260;74;1/16;135/4;156;0;ornamentation;0;18;False;7;[monotonic_perfect_fifth_0_0]
261;72;1/16;541/16;157;0;ornamentation;0;18;False;7;[monotonic_perfect_fifth_0_0]
262;70;1/16;271/8;158;0;ornamentation;0;18;False;7;[monotonic_perfect_fifth_0_0]
263;69;1/16;543/16;159;0;ornamentation;0;18;False;7;[monotonic_perfect_fifth_0_0]
267;67;1/4;34;160;0;match;0;18;True;7;[monotonic_perfect_fifth_0_0]
549;65;1/2;68;322;0;match;0;25;True;14;[monotonic]
550;67;1/8;137/2;323;0;adaptation;0;25;False;14;[monotonic]
551;69;1/8;549/8;324;0;ornamentation;0;25;False;14;[monotonic]
552;70;1/8;275/4;325;0;ornamentation;0;25;False;14;[monotonic]
553;72;1/8;551/8;326;0;ornamentation;0;25;False;14;[monotonic]
557;70;1/2;69;327;0;match;0;25;True;14;[monotonic]
766;72;1/2;97;452;0;match;0;30;True;19;[non_monotonic]
772;72;1/8;98;454;0;repetition;0;30;False;19;[non_monotonic]
773;70;1/8;785/8;455;0;ornamentation;0;30;False;19;[non_monotonic]
774;72;1/8;393/4;456;0;ornamentation;0;30;False;19;[non_monotonic]
775;74;1/8;787/8;457;0;ornamentation;0;30;False;19;[non_monotonic]
776;72;1/4;197/2;458;0;repetition;0;30;True;19;[non_monotonic]
1033;67;1/4;271/2;615;0;match;0;35;True;24;[monotonic_perfect_fifth_0_0]
1038;69;1/8;136;617;0;adaptation;0;35;False;24;[monotonic_perfect_fifth_0_0]
1039;71;1/8;1089/8;618;0;ornamentation;0;35;False;24;[monotonic_perfect_fifth_0_0]
1040;72;1/8;545/4;619;0;ornamentation;0;35;False;24;[monotonic_perfect_fifth_0_0]
1041;74;1/8;1091/8;620;0;ornamentation;0;35;False;24;[monotonic_perfect_fifth_0_0]
1043;76;1/4;273/2;621;0;match;0;35;True;24;[monotonic_perfect_fifth_0_0]
667;55;1/4;84;388;3;match;2;41;True;3;[monotonic]
670;60;1/16;337/4;389;3;ornamentation;0;41;False;3;[monotonic]
671;58;1/16;1349/16;390;3;ornamentation;0;41;False;3;[monotonic]
672;57;1/16;675/8;391;3;ornamentation;0;41;False;3;[monotonic]
673;55;1/16;1351/16;392;3;ornamentation;0;41;False;3;[monotonic]
674;57;1/8;169/2;393;3;ornamentation;0;41;True;3;[monotonic]
