output_csv,duration,count,sequence_ids
output/5694_03_motet_praeter_rerum_seriem_josquin-1/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab.csv,1/16,2,"23,39"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab.csv,1/8,20,"3,4,5,7,11,12,14,18,20,22,28,30,33,36,38,41,45,48,53,56"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab.csv,1/4,35,"0,1,2,6,8,9,10,13,15,16,17,19,21,24,25,26,27,29,31,32,34,35,37,40,42,43,44,46,47,49,50,51,52,54,55"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab_fourstep.csv,1/16,2,"23,39"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab_fourstep.csv,1/8,9,"7,14,20,28,30,33,36,41,56"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab_fourstep.csv,1/4,6,"0,1,8,9,43,47"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab_non_chord.csv,1/16,2,"23,39"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab_non_chord.csv,1/8,16,"3,4,5,7,11,12,18,20,22,30,33,36,38,45,53,56"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_abtab_non_chord.csv,1/4,1,37
output/5694_03_motet_praeter_rerum_seriem_josquin-1/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_raw.csv,1/16,2,"10,15"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_raw.csv,1/8,18,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_raw_fourstep.csv,1/16,2,"10,15"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_raw_fourstep.csv,1/8,9,"3,6,8,11,12,13,14,16,19"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_raw_non_chord.csv,1/16,2,"10,15"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_tab_raw_non_chord.csv,1/8,14,"0,1,2,3,4,5,7,8,9,12,13,14,17,19"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-4.csv,1/8,2,"0,1"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-3.csv,1/16,1,5
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-3.csv,1/8,8,"0,1,2,3,4,6,7,8"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-3_fourstep.csv,1/16,1,5
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-3_fourstep.csv,1/8,4,"2,6,7,8"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-5.csv,1/8,4,"0,1,2,3"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-5_fourstep.csv,1/8,1,1
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-2.csv,1/8,3,"0,1,2"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-2_fourstep.csv,1/8,1,1
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-0.csv,1/8,3,"0,1,2"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-0_fourstep.csv,1/8,1,0
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-1.csv,1/16,1,1
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-1.csv,1/8,3,"0,2,3"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/voices/5694_03_motet_praeter_rerum_seriem_josquin-1_voice-1_fourstep.csv,1/16,1,1
output/5694_03_motet_praeter_rerum_seriem_josquin-1/5694_03_motet_praeter_rerum_seriem_josquin-1_voices_merged.csv,1/16,2,"7,22"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/5694_03_motet_praeter_rerum_seriem_josquin-1_voices_merged.csv,1/8,23,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_voices_merged_fourstep.csv,1/16,2,"7,22"
output/5694_03_motet_praeter_rerum_seriem_josquin-1/fourstep/5694_03_motet_praeter_rerum_seriem_josquin-1_voices_merged_fourstep.csv,1/8,7,"4,8,9,10,12,16,18"
