output_csv,duration,count,sequence_ids
output/4465_33-34_memor_esto-2/4465_33-34_memor_esto-2_tab_abtab.csv,1/8,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
output/4465_33-34_memor_esto-2/fourstep/4465_33-34_memor_esto-2_tab_abtab_non_chord.csv,1/8,10,"1,2,3,4,6,7,9,11,14,15"
output/4465_33-34_memor_esto-2/4465_33-34_memor_esto-2_tab_raw.csv,1/8,24,"0,1,2,3,4,5,6,7,8,9,13,14,15,16,17,18,19,20,21,22,23,24,25,26"
output/4465_33-34_memor_esto-2/4465_33-34_memor_esto-2_tab_raw.csv,1/6,3,"10,11,12"
output/4465_33-34_memor_esto-2/fourstep/4465_33-34_memor_esto-2_tab_raw_fourstep.csv,1/8,13,"6,7,8,13,17,18,19,20,21,22,23,24,25"
output/4465_33-34_memor_esto-2/fourstep/4465_33-34_memor_esto-2_tab_raw_non_chord.csv,1/8,2,"19,21"
output/4465_33-34_memor_esto-2/voices/4465_33-34_memor_esto-2_voice-2.csv,1/8,3,"0,1,2"
output/4465_33-34_memor_esto-2/voices/4465_33-34_memor_esto-2_voice-0.csv,1/8,2,"0,1"
output/4465_33-34_memor_esto-2/voices/4465_33-34_memor_esto-2_voice-1.csv,1/8,5,"0,1,2,3,4"
output/4465_33-34_memor_esto-2/voices/4465_33-34_memor_esto-2_voice-3.csv,1/8,6,"0,1,2,3,4,5"
output/4465_33-34_memor_esto-2/4465_33-34_memor_esto-2_voices_merged.csv,1/8,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
