output_csv,duration,count,sequence_ids
output/4469_39_plus_nulz_regrets_P/4469_39_plus_nulz_regrets_P_tab_abtab.csv,1/32,15,"4,12,20,22,24,29,32,36,43,55,57,64,68,79,81"
output/4469_39_plus_nulz_regrets_P/4469_39_plus_nulz_regrets_P_tab_abtab.csv,1/16,42,"0,2,3,6,8,10,11,13,15,16,18,19,21,23,25,26,28,30,31,35,38,40,41,42,45,47,48,51,52,53,54,56,60,62,63,65,67,72,73,76,78,80"
output/4469_39_plus_nulz_regrets_P/4469_39_plus_nulz_regrets_P_tab_abtab.csv,1/8,25,"1,5,7,9,14,17,27,33,34,37,39,44,46,49,50,58,59,61,66,69,70,71,74,75,77"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_abtab_fourstep.csv,1/32,15,"4,12,20,22,24,29,32,36,43,55,57,64,68,79,81"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_abtab_fourstep.csv,1/16,15,"0,2,6,10,19,25,30,38,40,41,45,53,62,73,76"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_abtab_fourstep.csv,1/8,2,"1,46"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_abtab_non_chord.csv,1/32,15,"4,12,20,22,24,29,32,36,43,55,57,64,68,79,81"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_abtab_non_chord.csv,1/16,25,"2,3,6,8,10,11,15,19,23,25,30,31,35,38,40,41,42,45,54,62,63,72,73,76,80"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_abtab_non_chord.csv,1/8,7,"14,17,39,49,50,59,69"
output/4469_39_plus_nulz_regrets_P/4469_39_plus_nulz_regrets_P_tab_raw.csv,1/32,15,"3,8,14,16,17,21,23,27,31,41,43,48,51,61,63"
output/4469_39_plus_nulz_regrets_P/4469_39_plus_nulz_regrets_P_tab_raw.csv,1/16,35,"0,2,4,6,7,9,10,11,12,13,15,18,19,20,22,28,29,30,33,35,37,38,39,40,42,45,46,47,49,50,55,56,58,60,62"
output/4469_39_plus_nulz_regrets_P/4469_39_plus_nulz_regrets_P_tab_raw.csv,1/8,14,"1,5,24,25,26,32,34,36,44,52,53,54,57,59"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_raw_fourstep.csv,1/32,15,"3,8,14,16,17,21,23,27,31,41,43,48,51,61,63"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_raw_fourstep.csv,1/16,15,"0,2,4,7,13,18,22,28,29,30,33,40,46,56,58"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_raw_fourstep.csv,1/8,7,"1,26,34,52,53,57,59"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_raw_non_chord.csv,1/32,15,"3,8,14,16,17,21,23,27,31,41,43,48,51,61,63"
output/4469_39_plus_nulz_regrets_P/fourstep/4469_39_plus_nulz_regrets_P_tab_raw_non_chord.csv,1/16,18,"2,4,6,7,10,13,18,22,28,29,30,33,46,47,55,56,58,62"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-3.csv,1/16,5,"1,2,4,6,7"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-3.csv,1/8,3,"0,3,5"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-3_fourstep.csv,1/16,4,"2,4,6,7"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-1.csv,1/32,2,"10,21"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-1.csv,1/16,15,"0,2,4,5,6,7,9,11,14,15,17,19,20,22,27"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-1.csv,1/8,11,"1,3,8,12,13,16,18,23,24,25,26"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-1_fourstep.csv,1/32,2,"10,21"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-1_fourstep.csv,1/16,6,"0,2,7,11,19,27"
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-1_fourstep.csv,1/8,1,1
output/4469_39_plus_nulz_regrets_P/voices/4469_39_plus_nulz_regrets_P_voice-2.csv,1/32,2,"4,15"
