note,pitch,duration,onset,chord,voice,category,voice_tab,sequence_id,is_context,sequence_id_voice
48,69,1/4,12,35,0,match,0,3,True,0
49,67,1/8,49/4,36,0,adaptation,0,3,False,0
50,69,1/8,99/8,37,0,ornamentation,0,3,False,0
53,70,1/2,25/2,38,0,match,0,3,True,0
194,61,1/4,79/2,125,0,ornamentation,0,4,True,1
195,59,1/8,159/4,126,0,ornamentation,0,4,False,1
196,61,1/8,319/8,127,0,ornamentation,0,4,False,1
198,62,1/4,40,128,0,match,0,4,True,1
228,69,1/4,45,142,0,match,0,5,True,2
230,69,1/8,363/8,144,0,ornamentation,0,5,False,2
231,70,1/2,91/2,145,0,match,0,5,True,2
4,57,1/4,1,4,1,match,0,0,True,0
5,55,1/8,5/4,5,1,ornamentation,0,0,False,0
6,57,1/8,11/8,6,1,ornamentation,0,0,False,0
7,58,1/2,3/2,7,1,match,0,0,True,0
142,64,1/4,29,89,1,match,1,1,True,1
143,62,1/8,117/4,90,1,ornamentation,0,1,False,1
144,64,1/8,235/8,91,1,ornamentation,0,1,False,1
145,65,1/2,59/2,92,1,match,0,1,True,1
326,62,1/4,119/2,185,1,match,1,2,True,2
330,60,1/8,481/8,188,1,ornamentation,0,2,False,2
331,58,1/8,241/4,189,1,ornamentation,0,2,False,2
332,57,1/8,483/8,190,1,ornamentation,0,2,False,2
333,55,1/4,121/2,191,1,match,0,2,True,2
