output_csv,duration,count,sequence_ids
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab.csv,1/8,6,"0,2,5,8,10,13"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab.csv,1/4,9,"1,3,4,6,7,9,11,12,14"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_fourstep.csv,1/8,1,13
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_fourstep.csv,1/4,1,11
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_non_chord.csv,1/8,6,"0,2,5,8,10,13"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_non_chord.csv,1/4,3,"1,6,7"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_raw.csv,1/8,1,0
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_raw_fourstep.csv,1/8,1,0
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_raw_non_chord.csv,1/8,1,0
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/voices/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voice-1.csv,1/8,3,"0,1,2"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/voices/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voice-0.csv,1/8,3,"0,1,2"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voices_merged.csv,1/8,6,"0,1,2,3,4,5"
