output_csv,sequence_length,count,sequence_ids
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab.csv,2,6,"0,2,5,6,8,10"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab.csv,3,1,7
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab.csv,4,4,"9,11,13,14"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab.csv,6,3,"1,3,12"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab.csv,14,1,4
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_fourstep.csv,4,2,"11,13"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_non_chord.csv,2,6,"0,2,5,6,8,10"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_non_chord.csv,3,1,7
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_non_chord.csv,4,1,13
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_abtab_non_chord.csv,6,1,1
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_raw.csv,4,1,0
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_raw_fourstep.csv,4,1,0
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/fourstep/5188_15_sanctus_and_hosanna_from_missa_hercules-2_tab_raw_non_chord.csv,4,1,0
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/voices/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voice-1.csv,2,2,"0,1"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/voices/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voice-1.csv,3,1,2
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/voices/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voice-0.csv,1,1,2
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/voices/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voice-0.csv,2,2,"0,1"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voices_merged.csv,1,1,5
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voices_merged.csv,2,4,"0,1,3,4"
output/5188_15_sanctus_and_hosanna_from_missa_hercules-2/5188_15_sanctus_and_hosanna_from_missa_hercules-2_voices_merged.csv,3,1,2
