output_csv,duration,count,sequence_ids
output/5253_02_praeter_rerum_seriem_desprez-2/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab.csv,1/32,8,"1,15,27,43,50,59,77,84"
output/5253_02_praeter_rerum_seriem_desprez-2/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab.csv,1/16,58,"0,3,5,6,10,11,13,14,17,19,20,21,22,25,31,33,34,35,38,39,40,41,44,45,46,48,49,51,52,54,55,58,60,61,62,63,66,67,68,69,70,72,74,76,78,79,80,81,85,87,88,90,91,92,93,94,95,96"
output/5253_02_praeter_rerum_seriem_desprez-2/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab.csv,1/8,32,"2,4,7,8,9,12,16,18,23,24,26,28,29,30,32,36,37,42,47,53,56,57,64,65,71,73,75,82,83,86,89,97"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab_fourstep.csv,1/32,7,"1,27,43,50,59,77,84"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab_fourstep.csv,1/16,7,"5,19,48,49,51,58,96"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab_fourstep.csv,1/8,3,"18,89,97"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab_non_chord.csv,1/32,8,"1,15,27,43,50,59,77,84"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab_non_chord.csv,1/16,53,"3,5,6,10,11,13,14,17,20,21,22,25,31,33,34,35,38,39,40,41,44,45,46,48,49,54,55,58,60,61,62,63,66,67,68,69,70,72,74,76,78,79,80,81,87,88,90,91,92,93,94,95,96"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_abtab_non_chord.csv,1/8,1,16
output/5253_02_praeter_rerum_seriem_desprez-2/5253_02_praeter_rerum_seriem_desprez-2_tab_raw.csv,1/32,8,"1,16,28,38,48,55,62,65"
output/5253_02_praeter_rerum_seriem_desprez-2/5253_02_praeter_rerum_seriem_desprez-2_tab_raw.csv,1/16,33,"4,6,13,15,17,20,22,24,35,37,39,41,42,45,47,49,51,52,54,56,57,59,60,61,63,66,68,69,70,71,72,73,74"
output/5253_02_praeter_rerum_seriem_desprez-2/5253_02_praeter_rerum_seriem_desprez-2_tab_raw.csv,1/8,35,"0,2,3,5,7,8,9,10,11,12,14,18,19,21,23,25,26,27,29,30,31,32,33,34,36,40,43,44,46,50,53,58,64,67,75"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_raw_fourstep.csv,1/32,7,"1,28,38,48,55,62,65"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_raw_fourstep.csv,1/16,7,"6,20,45,47,49,54,74"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_raw_fourstep.csv,1/8,7,"0,2,10,11,19,67,75"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_raw_non_chord.csv,1/32,8,"1,16,28,38,48,55,62,65"
output/5253_02_praeter_rerum_seriem_desprez-2/fourstep/5253_02_praeter_rerum_seriem_desprez-2_tab_raw_non_chord.csv,1/16,30,"4,6,13,15,17,22,24,35,37,39,41,42,45,47,52,54,56,57,59,60,61,63,66,68,69,70,71,72,73,74"
