output_csv,duration,count,sequence_ids
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,1/16,23,"0,1,3,5,6,7,9,11,12,15,18,20,22,25,28,30,32,35,36,38,40,42,44"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,1/8,22,"2,4,8,10,13,14,16,17,19,21,23,24,26,27,29,31,33,34,37,39,41,43"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_fourstep.csv,1/16,15,"0,1,3,5,6,9,11,15,18,30,32,36,38,40,44"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_fourstep.csv,1/8,1,2
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_non_chord.csv,1/16,17,"0,1,3,5,6,12,15,20,22,25,28,30,32,36,38,40,44"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_non_chord.csv,1/8,6,"4,17,26,29,34,41"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,1/16,23,"0,1,3,5,6,7,9,11,12,14,18,20,22,26,29,30,31,34,35,37,39,40,42"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,1/8,20,"2,4,8,10,13,15,16,17,19,21,23,24,25,27,28,32,33,36,38,41"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_raw_fourstep.csv,1/16,15,"0,1,3,5,6,9,11,14,18,30,31,35,37,39,42"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_raw_fourstep.csv,1/8,3,"2,15,27"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_raw_non_chord.csv,1/16,17,"0,1,3,5,6,12,14,20,22,26,29,30,31,35,37,39,42"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_raw_non_chord.csv,1/8,2,"4,33"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-3.csv,1/16,8,"0,1,2,3,5,7,9,10"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-3.csv,1/8,3,"4,6,8"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-3_fourstep.csv,1/16,7,"0,1,2,3,5,7,10"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-1.csv,1/16,6,"2,4,5,7,11,17"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-1.csv,1/8,12,"0,1,3,6,8,9,10,12,13,14,15,16"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-1_fourstep.csv,1/16,2,"4,17"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-1_fourstep.csv,1/8,1,0
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-0.csv,1/16,12,"0,1,3,4,6,8,10,12,15,17,18,20"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-0.csv,1/8,10,"2,5,7,9,11,13,14,16,19,21"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-0_fourstep.csv,1/16,4,"0,6,8,18"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-2.csv,1/8,3,"0,1,2"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_voices_merged.csv,1/16,26,"0,1,2,3,5,7,9,10,13,15,16,18,22,28,29,30,32,33,35,37,39,41,44,46,47,49"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_voices_merged.csv,1/8,28,"4,6,8,11,12,14,17,19,20,21,23,24,25,26,27,31,34,36,38,40,42,43,45,48,50,51,52,53"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_voices_merged_fourstep.csv,1/16,13,"0,1,2,3,5,7,10,15,28,29,35,37,47"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_voices_merged_fourstep.csv,1/8,1,11
