output_csv,duration,count,sequence_ids
output/5256_05_inviolata_integra_desprez-2/5256_05_inviolata_integra_desprez-2_tab_abtab.csv,1/32,11,"2,4,8,11,14,19,21,22,25,38,42"
output/5256_05_inviolata_integra_desprez-2/5256_05_inviolata_integra_desprez-2_tab_abtab.csv,1/16,37,"1,3,5,7,10,12,16,18,20,23,24,27,29,30,31,32,33,34,35,36,37,39,40,41,43,44,45,46,47,48,49,50,51,52,53,54,55"
output/5256_05_inviolata_integra_desprez-2/5256_05_inviolata_integra_desprez-2_tab_abtab.csv,1/8,11,"0,6,9,13,15,17,26,28,56,57,58"
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_abtab_fourstep.csv,1/32,10,"4,8,11,14,19,21,22,25,38,42"
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_abtab_fourstep.csv,1/16,2,"3,37"
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_abtab_fourstep.csv,1/8,1,56
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_abtab_non_chord.csv,1/32,11,"2,4,8,11,14,19,21,22,25,38,42"
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_abtab_non_chord.csv,1/16,36,"1,3,5,10,12,16,18,20,23,24,27,29,30,31,32,33,34,35,36,37,39,40,41,43,44,45,46,47,48,49,50,51,52,53,54,55"
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_abtab_non_chord.csv,1/8,3,"0,13,58"
output/5256_05_inviolata_integra_desprez-2/5256_05_inviolata_integra_desprez-2_tab_raw.csv,1/32,11,"0,2,6,8,10,14,17,18,20,33,35"
output/5256_05_inviolata_integra_desprez-2/5256_05_inviolata_integra_desprez-2_tab_raw.csv,1/16,18,"1,3,5,16,19,22,25,26,27,28,29,30,32,34,36,38,40,41"
output/5256_05_inviolata_integra_desprez-2/5256_05_inviolata_integra_desprez-2_tab_raw.csv,1/8,14,"4,7,9,11,12,13,15,21,23,31,37,39,42,43"
output/5256_05_inviolata_integra_desprez-2/5256_05_inviolata_integra_desprez-2_tab_raw.csv,1/6,1,24
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_raw_fourstep.csv,1/32,10,"2,6,8,10,14,17,18,20,33,35"
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_raw_fourstep.csv,1/16,2,"1,32"
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_raw_fourstep.csv,1/8,1,42
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_raw_non_chord.csv,1/32,11,"0,2,6,8,10,14,17,18,20,33,35"
output/5256_05_inviolata_integra_desprez-2/fourstep/5256_05_inviolata_integra_desprez-2_tab_raw_non_chord.csv,1/16,17,"1,3,16,19,22,25,26,27,28,29,30,32,34,36,38,40,41"
