output_csv,duration,count,sequence_ids
output/3649_072_praeter_rerum_seriem_josquin_T/3649_072_praeter_rerum_seriem_josquin_T_tab_abtab.csv,1/4,11,"0,1,2,3,4,5,6,7,8,9,10"
output/3649_072_praeter_rerum_seriem_josquin_T/fourstep/3649_072_praeter_rerum_seriem_josquin_T_tab_abtab_fourstep.csv,1/4,2,"7,8"
output/3649_072_praeter_rerum_seriem_josquin_T/fourstep/3649_072_praeter_rerum_seriem_josquin_T_tab_abtab_non_chord.csv,1/4,1,2
