note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
6;53;1/4;2;2;3;match;2;0;True;0;[monotonic_perfect_fifth_2_0]
15;50;1/8;3;9;3;match;2;0;False;0;[monotonic_perfect_fifth_2_0]
18;52;1/8;25/8;10;3;ornamentation;0;0;False;0;[monotonic_perfect_fifth_2_0]
19;53;1/8;13/4;11;3;ornamentation;0;0;False;0;[monotonic_perfect_fifth_2_0]
20;55;1/8;27/8;12;3;ornamentation;0;0;False;0;[monotonic_perfect_fifth_2_0]
21;57;1/4;7/2;13;3;ornamentation;0;0;True;0;[monotonic_perfect_fifth_2_0]
22;50;1/4;15/4;14;3;ornamentation;0;1;True;1;[monotonic_perfect_fifth_3_0]
23;52;1/8;4;15;3;match;3;1;False;1;[monotonic_perfect_fifth_3_0]
26;54;1/8;33/8;16;3;ornamentation;0;1;False;1;[monotonic_perfect_fifth_3_0]
27;55;1/8;17/4;17;3;ornamentation;0;1;False;1;[monotonic_perfect_fifth_3_0]
28;57;1/8;35/8;18;3;ornamentation;0;1;False;1;[monotonic_perfect_fifth_3_0]
29;59;1/4;9/2;19;3;ornamentation;0;1;True;1;[monotonic_perfect_fifth_3_0]
226;65;1/4;137/4;142;1;ornamentation;0;7;True;5;[non_monotonic]
227;64;1/8;69/2;143;1;ornamentation;0;7;False;5;[non_monotonic]
228;65;1/8;277/8;144;1;ornamentation;0;7;False;5;[non_monotonic]
229;64;1/8;139/4;145;1;ornamentation;0;7;False;5;[non_monotonic]
230;62;1/8;279/8;146;1;ornamentation;0;7;False;5;[non_monotonic]
233;64;1/2;35;147;1;match;1;7;True;5;[non_monotonic]
67;53;1/2;11;41;2;match;2;19;True;0;[monotonic_perfect_fifth_1_1]
70;50;1/8;23/2;42;2;match;1;19;False;0;[monotonic_perfect_fifth_1_1]
72;52;1/8;93/8;43;2;ornamentation;0;19;False;0;[monotonic_perfect_fifth_1_1]
73;53;1/8;47/4;44;2;ornamentation;0;19;False;0;[monotonic_perfect_fifth_1_1]
74;55;1/8;95/8;45;2;ornamentation;0;19;False;0;[monotonic_perfect_fifth_1_1]
75;57;1/4;12;46;2;match;1;19;True;0;[monotonic_perfect_fifth_1_1]
421;62;1/4;273/4;258;2;ornamentation;0;26;True;7;[monotonic_perfect_fifth_0_1]
422;64;1/8;137/2;259;2;ornamentation;0;26;False;7;[monotonic_perfect_fifth_0_1]
423;62;1/8;549/8;260;2;ornamentation;0;26;False;7;[monotonic_perfect_fifth_0_1]
424;60;1/8;275/4;261;2;ornamentation;0;26;False;7;[monotonic_perfect_fifth_0_1]
425;59;1/8;551/8;262;2;ornamentation;0;26;False;7;[monotonic_perfect_fifth_0_1]
427;57;1/4;69;263;2;match;1;26;True;7;[monotonic_perfect_fifth_0_1]
454;62;1/4;289/4;275;2;ornamentation;0;27;True;8;[monotonic_perfect_fifth_0_1]
455;64;1/8;145/2;276;2;ornamentation;0;27;False;8;[monotonic_perfect_fifth_0_1]
456;62;1/8;581/8;277;2;ornamentation;0;27;False;8;[monotonic_perfect_fifth_0_1]
457;60;1/8;291/4;278;2;ornamentation;0;27;False;8;[monotonic_perfect_fifth_0_1]
458;59;1/8;583/8;279;2;ornamentation;0;27;False;8;[monotonic_perfect_fifth_0_1]
460;57;1/4;73;280;2;match;1;27;True;8;[monotonic_perfect_fifth_0_1]
