note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
18;69;1/8;5/2;13;0;match;0;1;True;1;[non_monotonic]
19;67;1/16;21/8;14;0;ornamentation;0;1;False;1;[non_monotonic]
20;69;1/16;43/16;15;0;ornamentation;0;1;False;1;[non_monotonic]
21;70;1/16;11/4;16;0;ornamentation;0;1;False;1;[non_monotonic]
22;69;1/16;45/16;17;0;ornamentation;0;1;False;1;[non_monotonic]
23;70;1/32;23/8;18;0;ornamentation;0;1;True;1;[non_monotonic]
22;69;1/16;45/16;17;0;ornamentation;0;2;True;2;[non_monotonic]
23;70;1/32;23/8;18;0;ornamentation;0;2;False;2;[non_monotonic]
24;69;1/32;93/32;19;0;ornamentation;0;2;False;2;[non_monotonic]
25;67;1/32;47/16;20;0;ornamentation;0;2;False;2;[non_monotonic]
26;69;1/32;95/32;21;0;ornamentation;0;2;False;2;[non_monotonic]
28;70;1/4;3;22;0;match;0;2;True;2;[non_monotonic]
59;67;1/16;109/16;48;0;ornamentation;0;5;True;5;[monotonic]
60;69;1/32;55/8;49;0;ornamentation;0;5;False;5;[monotonic]
61;67;1/32;221/32;50;0;ornamentation;0;5;False;5;[monotonic]
62;65;1/32;111/16;51;0;ornamentation;0;5;False;5;[monotonic]
63;64;1/32;223/32;52;0;ornamentation;0;5;False;5;[monotonic]
65;65;1/8;7;53;0;match;0;5;True;5;[monotonic]
69;62;1/16;117/16;57;0;ornamentation;0;7;True;7;[monotonic]
70;64;1/32;59/8;58;0;ornamentation;0;7;False;7;[monotonic]
71;65;1/32;237/32;59;0;ornamentation;0;7;False;7;[monotonic]
72;67;1/32;119/16;60;0;ornamentation;0;7;False;7;[monotonic]
73;69;1/32;239/32;61;0;ornamentation;0;7;False;7;[monotonic]
75;67;1/8;15/2;62;0;match;0;7;True;7;[monotonic]
107;67;1/8;19/2;88;0;repetition;0;9;True;9;[non_monotonic]
108;66;1/16;77/8;89;0;ornamentation;0;9;False;9;[non_monotonic]
109;64;1/16;155/16;90;0;ornamentation;0;9;False;9;[non_monotonic]
110;66;1/16;39/4;91;0;match;0;9;False;9;[non_monotonic]
111;67;1/16;157/16;92;0;ornamentation;0;9;False;9;[non_monotonic]
112;69;1/32;79/8;93;0;ornamentation;0;9;True;9;[non_monotonic]
217;66;1/16;253/16;153;0;ornamentation;0;16;True;16;[non_monotonic]
218;67;1/32;127/8;154;0;ornamentation;0;16;False;16;[non_monotonic]
219;66;1/32;509/32;155;0;ornamentation;0;16;False;16;[non_monotonic]
220;64;1/32;255/16;156;0;ornamentation;0;16;False;16;[non_monotonic]
221;66;1/32;511/32;157;0;ornamentation;0;16;False;16;[non_monotonic]
223;67;1/2;16;158;0;match;0;16;True;16;[non_monotonic]
266;62;1/16;309/16;195;0;ornamentation;0;20;True;20;[monotonic]
267;64;1/32;155/8;196;0;ornamentation;0;20;False;20;[monotonic]
268;65;1/32;621/32;197;0;ornamentation;0;20;False;20;[monotonic]
