output_csv,duration,count,sequence_ids
output/5252_01_pater_noster_desprez-2/5252_01_pater_noster_desprez-2_tab_abtab.csv,1/32,8,"37,48,64,72,100,102,107,129"
output/5252_01_pater_noster_desprez-2/5252_01_pater_noster_desprez-2_tab_abtab.csv,1/16,86,"0,1,3,5,7,8,10,11,12,13,15,17,19,21,23,25,27,28,31,32,34,35,36,38,40,41,43,44,45,46,47,50,52,53,55,56,57,58,59,60,61,62,63,65,66,69,71,73,74,76,78,80,82,84,85,86,87,88,89,90,91,92,93,95,96,97,99,103,104,105,106,108,109,112,113,114,115,116,118,119,122,125,126,128,131,133"
output/5252_01_pater_noster_desprez-2/5252_01_pater_noster_desprez-2_tab_abtab.csv,1/8,40,"2,4,6,9,14,16,18,20,22,24,26,29,30,33,39,42,49,51,54,67,68,70,75,77,79,81,83,94,98,101,110,111,117,120,121,123,124,127,130,132"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_abtab_fourstep.csv,1/32,8,"37,48,64,72,100,102,107,129"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_abtab_fourstep.csv,1/16,11,"3,10,31,36,52,63,71,76,80,106,126"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_abtab_fourstep.csv,1/8,3,"4,6,29"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_abtab_non_chord.csv,1/32,8,"37,48,64,72,100,102,107,129"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_abtab_non_chord.csv,1/16,80,"1,3,5,7,8,10,11,12,13,15,17,19,21,23,25,27,31,32,34,35,36,38,40,41,43,44,45,46,47,50,52,53,55,56,57,58,59,60,61,62,63,65,69,71,73,76,78,80,82,84,85,86,87,88,89,90,91,93,95,96,97,99,103,104,105,106,108,109,112,113,115,116,118,119,122,125,126,128,131,133"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_abtab_non_chord.csv,1/8,3,"18,24,67"
output/5252_01_pater_noster_desprez-2/5252_01_pater_noster_desprez-2_tab_raw.csv,1/32,8,"32,39,48,53,71,72,77,88"
output/5252_01_pater_noster_desprez-2/5252_01_pater_noster_desprez-2_tab_raw.csv,1/16,63,"0,1,2,4,6,7,9,10,11,12,14,16,17,18,20,21,22,23,26,27,29,30,31,33,34,35,36,37,38,40,41,43,44,45,47,49,51,52,55,56,58,60,62,63,64,65,66,67,68,70,73,74,75,76,79,80,81,83,84,85,87,90,92"
output/5252_01_pater_noster_desprez-2/5252_01_pater_noster_desprez-2_tab_raw.csv,1/8,22,"3,5,8,13,15,19,24,25,28,42,46,50,54,57,59,61,69,78,82,86,89,91"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_raw_fourstep.csv,1/32,8,"32,39,48,53,71,72,77,88"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_raw_fourstep.csv,1/16,11,"2,9,26,31,41,47,52,56,58,76,85"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_raw_fourstep.csv,1/8,4,"3,5,24,54"
output/5252_01_pater_noster_desprez-2/fourstep/5252_01_pater_noster_desprez-2_tab_raw_non_chord.csv,1/32,8,"32,39,48,53,71,72,77,88"
