output_csv,duration,count,sequence_ids
output/5702_benedicta-3/5702_benedicta-3_tab_abtab.csv,1/16,2,"2,3"
output/5702_benedicta-3/5702_benedicta-3_tab_abtab.csv,1/8,2,"0,1"
output/5702_benedicta-3/fourstep/5702_benedicta-3_tab_abtab_fourstep.csv,1/16,1,2
output/5702_benedicta-3/fourstep/5702_benedicta-3_tab_abtab_non_chord.csv,1/16,2,"2,3"
output/5702_benedicta-3/fourstep/5702_benedicta-3_tab_abtab_non_chord.csv,1/8,2,"0,1"
output/5702_benedicta-3/5702_benedicta-3_tab_raw.csv,1/16,2,"2,3"
output/5702_benedicta-3/5702_benedicta-3_tab_raw.csv,1/8,2,"0,1"
output/5702_benedicta-3/fourstep/5702_benedicta-3_tab_raw_fourstep.csv,1/16,1,2
output/5702_benedicta-3/fourstep/5702_benedicta-3_tab_raw_non_chord.csv,1/16,2,"2,3"
output/5702_benedicta-3/fourstep/5702_benedicta-3_tab_raw_non_chord.csv,1/8,2,"0,1"
output/5702_benedicta-3/voices/5702_benedicta-3_voice-0.csv,1/16,1,0
output/5702_benedicta-3/voices/5702_benedicta-3_voice-3.csv,1/16,1,2
output/5702_benedicta-3/voices/5702_benedicta-3_voice-3.csv,1/8,2,"0,1"
output/5702_benedicta-3/voices/5702_benedicta-3_voice-3_fourstep.csv,1/16,1,2
output/5702_benedicta-3/voices/5702_benedicta-3_voice-5.csv,1/16,1,0
output/5702_benedicta-3/5702_benedicta-3_voices_merged.csv,1/16,3,"0,3,4"
output/5702_benedicta-3/5702_benedicta-3_voices_merged.csv,1/8,2,"1,2"
output/5702_benedicta-3/fourstep/5702_benedicta-3_voices_merged_fourstep.csv,1/16,1,3
