output_csv,sequence_length,count,sequence_ids
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,2,8,"5,15,24,25,35,49,63,73"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,3,1,9
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,4,29,"1,2,8,12,14,19,20,26,31,34,39,40,44,45,46,50,52,53,55,56,60,61,62,64,67,69,70,71,75"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,5,1,6
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,6,11,"7,17,28,29,32,37,38,43,47,48,66"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,8,13,"4,11,13,21,22,33,42,51,59,65,72,76,77"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,9,1,16
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,10,3,"54,57,74"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,11,1,18
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,12,4,"3,30,41,58"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,13,2,"0,23"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,14,1,10
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,16,1,36
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,17,1,68
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_abtab.csv,38,1,27
output/932_milano_108_pater_noster_josquin-2/fourstep/932_milano_108_pater_noster_josquin-2_tab_abtab_fourstep.csv,4,18,"1,8,14,19,20,26,34,39,44,45,46,55,56,61,64,67,70,71"
output/932_milano_108_pater_noster_josquin-2/fourstep/932_milano_108_pater_noster_josquin-2_tab_abtab_non_chord.csv,2,6,"5,15,24,25,35,63"
output/932_milano_108_pater_noster_josquin-2/fourstep/932_milano_108_pater_noster_josquin-2_tab_abtab_non_chord.csv,4,9,"1,2,19,20,39,40,44,69,70"
output/932_milano_108_pater_noster_josquin-2/fourstep/932_milano_108_pater_noster_josquin-2_tab_abtab_non_chord.csv,6,2,"7,17"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_raw.csv,4,17,"0,1,5,7,8,10,11,12,15,16,18,19,23,25,26,27,28"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_raw.csv,6,5,"3,6,14,20,21"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_raw.csv,8,7,"2,9,17,22,24,29,30"
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_raw.csv,14,1,4
output/932_milano_108_pater_noster_josquin-2/932_milano_108_pater_noster_josquin-2_tab_raw.csv,16,1,13
output/932_milano_108_pater_noster_josquin-2/fourstep/932_milano_108_pater_noster_josquin-2_tab_raw_fourstep.csv,4,12,"0,5,7,8,10,12,15,18,19,23,26,28"
output/932_milano_108_pater_noster_josquin-2/fourstep/932_milano_108_pater_noster_josquin-2_tab_raw_non_chord.csv,4,9,"0,1,7,8,15,16,18,27,28"
