output_csv,sequence_length,count,sequence_ids
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab.csv,1,8,"1,15,37,46,50,65,86,99"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab.csv,2,26,"0,7,8,9,19,20,23,24,27,32,33,38,56,57,62,64,73,80,82,90,93,95,102,109,110,111"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab.csv,3,5,"52,74,77,87,104"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab.csv,4,39,"5,6,10,18,25,26,28,29,30,31,34,35,36,42,43,47,53,58,59,63,66,67,69,70,75,78,79,83,84,85,88,89,92,94,100,103,105,106,108"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab.csv,5,14,"3,12,13,16,21,41,49,71,76,81,91,96,97,107"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab.csv,6,18,"2,4,11,14,17,22,39,40,44,45,48,54,55,60,61,72,98,101"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab.csv,8,2,"51,68"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/fourstep/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab_fourstep.csv,4,37,"5,6,10,18,25,26,28,29,30,31,34,35,36,42,43,47,53,58,59,63,66,67,69,70,75,78,79,83,84,88,89,92,100,103,105,106,108"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/fourstep/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab_non_chord.csv,1,8,"1,15,37,46,50,65,86,99"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/fourstep/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab_non_chord.csv,2,22,"0,7,8,19,20,23,24,32,33,38,56,57,64,73,80,82,90,93,95,109,110,111"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/fourstep/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab_non_chord.csv,3,4,"52,77,87,104"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/fourstep/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab_non_chord.csv,4,35,"5,6,10,18,25,26,28,29,30,31,34,35,36,43,47,53,59,63,66,67,69,70,75,78,79,83,88,89,92,94,100,103,105,106,108"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/fourstep/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab_non_chord.csv,5,13,"3,12,13,16,21,41,49,76,81,91,96,97,107"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/fourstep/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_abtab_non_chord.csv,6,17,"2,4,11,14,17,22,40,44,45,48,54,55,60,61,72,98,101"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,4,47,"0,1,5,6,7,10,16,18,23,24,25,26,28,29,30,31,32,38,39,42,43,48,51,52,56,57,58,60,61,64,67,68,70,71,73,74,75,77,78,86,89,90,91,92,93,95,96"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,5,16,"3,12,13,15,21,27,33,36,46,62,66,69,76,80,81,94"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,6,20,"2,4,11,14,17,22,34,35,40,41,45,49,50,53,54,63,65,79,83,88"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,7,2,"44,98"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,8,4,"9,37,47,59"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,9,1,82
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,10,3,"20,72,84"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,11,1,87
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,12,3,"8,85,97"
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,13,1,19
output/5264_13_qui_habitat_in_adjutorio_desprez-2/5264_13_qui_habitat_in_adjutorio_desprez-2_tab_raw.csv,14,1,55
