note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
127;57;1/8;23/2;73;4;match;1;0;True;0;[non_monotonic]
133;58;1/16;12;77;4;match;2;0;False;0;[non_monotonic]
135;57;1/16;193/16;78;4;ornamentation;0;0;False;0;[non_monotonic]
136;58;1/16;97/8;79;4;ornamentation;0;0;False;0;[non_monotonic]
137;60;1/16;195/16;80;4;ornamentation;0;0;False;0;[non_monotonic]
139;58;1/8;49/4;81;4;repetition;2;0;True;0;[non_monotonic]
197;57;1/4;65/4;118;4;match;1;1;True;1;[non_monotonic]
199;58;1/16;33/2;119;4;match;1;1;False;1;[non_monotonic]
200;57;1/16;265/16;120;4;ornamentation;0;1;False;1;[non_monotonic]
201;58;1/16;133/8;121;4;ornamentation;0;1;False;1;[non_monotonic]
202;60;1/16;267/16;122;4;ornamentation;0;1;False;1;[non_monotonic]
204;58;1/8;67/4;123;4;repetition;2;1;True;1;[non_monotonic]
294;50;1/4;97/4;180;4;match;2;2;True;2;[non_monotonic]
297;52;1/8;49/2;181;4;match;2;2;False;2;[non_monotonic]
300;50;1/8;197/8;182;4;ornamentation;0;2;False;2;[non_monotonic]
301;52;1/8;99/4;183;4;ornamentation;0;2;False;2;[non_monotonic]
302;53;1/8;199/8;184;4;match;0;2;False;2;[non_monotonic]
303;55;1/4;25;185;4;match;0;2;True;2;[non_monotonic]
28;54;1/16;69/16;21;2;ornamentation;0;6;True;1;[non_monotonic]
29;55;1/32;35/8;22;2;ornamentation;0;6;False;1;[non_monotonic]
30;54;1/32;141/32;23;2;ornamentation;0;6;False;1;[non_monotonic]
31;52;1/32;71/16;24;2;ornamentation;0;6;False;1;[non_monotonic]
32;54;1/32;143/32;25;2;ornamentation;0;6;False;1;[non_monotonic]
34;55;1/4;9/2;26;2;match;0;6;True;1;[non_monotonic]
48;64;1/16;93/16;35;2;ornamentation;0;9;True;4;[non_monotonic]
49;65;1/32;47/8;36;2;ornamentation;0;9;False;4;[non_monotonic]
50;64;1/32;189/32;37;2;ornamentation;0;9;False;4;[non_monotonic]
51;62;1/32;95/16;38;2;ornamentation;0;9;False;4;[non_monotonic]
52;64;1/32;191/32;39;2;ornamentation;0;9;False;4;[non_monotonic]
54;65;1/4;6;40;2;match;2;9;True;4;[non_monotonic]
566;54;1/16;757/16;320;2;ornamentation;0;12;True;7;[non_monotonic]
567;55;1/32;379/8;321;2;ornamentation;0;12;False;7;[non_monotonic]
568;54;1/32;1517/32;322;2;ornamentation;0;12;False;7;[non_monotonic]
569;52;1/32;759/16;323;2;ornamentation;0;12;False;7;[non_monotonic]
570;54;1/32;1519/32;324;2;ornamentation;0;12;False;7;[non_monotonic]
572;55;1/4;95/2;325;2;match;1;12;True;7;[non_monotonic]
282;69;1/32;743/32;172;0;ornamentation;0;18;True;2;[non_monotonic]
283;70;1/16;93/4;173;0;ornamentation;0;18;False;2;[non_monotonic]
284;69;1/16;373/16;174;0;ornamentation;0;18;False;2;[non_monotonic]
285;70;1/16;187/8;175;0;repetition;0;18;False;2;[non_monotonic]
286;72;1/16;375/16;176;0;ornamentation;0;18;False;2;[non_monotonic]
289;74;1/4;47/2;177;0;match;0;18;True;2;[non_monotonic]
385;67;1/16;509/16;226;0;ornamentation;0;22;True;6;[non_monotonic]
386;69;1/32;255/8;227;0;ornamentation;0;22;False;6;[non_monotonic]
387;67;1/32;1021/32;228;0;ornamentation;0;22;False;6;[non_monotonic]
388;65;1/32;511/16;229;0;ornamentation;0;22;False;6;[non_monotonic]
389;67;1/32;1023/32;230;0;ornamentation;0;22;False;6;[non_monotonic]
392;69;1/16;32;231;0;match;0;22;True;6;[non_monotonic]
892;61;1/16;1117/16;504;0;ornamentation;0;25;True;9;[non_monotonic]
893;62;1/32;559/8;505;0;ornamentation;0;25;False;9;[non_monotonic]
894;61;1/32;2237/32;506;0;ornamentation;0;25;False;9;[non_monotonic]
895;59;1/32;1119/16;507;0;ornamentation;0;25;False;9;[non_monotonic]
896;61;1/32;2239/32;508;0;ornamentation;0;25;False;9;[non_monotonic]
900;62;1/2;70;509;0;match;0;25;True;9;[non_monotonic]
180;61;1/16;245/16;106;1;ornamentation;0;28;True;2;[non_monotonic]
181;62;1/32;123/8;107;1;ornamentation;0;28;False;2;[non_monotonic]
182;61;1/32;493/32;108;1;ornamentation;0;28;False;2;[non_monotonic]
183;59;1/32;247/16;109;1;ornamentation;0;28;False;2;[non_monotonic]
184;61;1/32;495/32;110;1;ornamentation;0;28;False;2;[non_monotonic]
186;62;3/16;31/2;111;1;match;1;28;True;2;[non_monotonic]
586;64;1/16;781/16;334;1;ornamentation;0;35;True;9;[non_monotonic]
587;65;1/32;391/8;335;1;ornamentation;0;35;False;9;[non_monotonic]
588;64;1/32;1565/32;336;1;ornamentation;0;35;False;9;[non_monotonic]
589;62;1/32;783/16;337;1;ornamentation;0;35;False;9;[non_monotonic]
590;64;1/32;1567/32;338;1;ornamentation;0;35;False;9;[non_monotonic]
592;65;1/4;49;339;1;match;1;35;True;9;[non_monotonic]
662;62;1/4;54;370;1;match;1;37;True;11;[monotonic]
674;57;1/16;881/16;377;1;ornamentation;0;37;False;11;[monotonic]
675;58;1/16;441/8;378;1;ornamentation;0;37;False;11;[monotonic]
676;60;1/16;883/16;379;1;ornamentation;0;37;False;11;[monotonic]
678;62;1/16;221/4;380;1;repetition;0;37;False;11;[monotonic]
684;62;1/4;111/2;384;1;repetition;0;37;True;11;[monotonic]
721;61;1/16;933/16;407;1;ornamentation;0;39;True;13;[non_monotonic]
722;62;1/32;467/8;408;1;ornamentation;0;39;False;13;[non_monotonic]
723;61;1/32;1869/32;409;1;ornamentation;0;39;False;13;[non_monotonic]
724;59;1/32;935/16;410;1;ornamentation;0;39;False;13;[non_monotonic]
725;61;1/32;1871/32;411;1;ornamentation;0;39;False;13;[non_monotonic]
727;62;1/4;117/2;412;1;match;1;39;True;13;[non_monotonic]
727;62;1/4;117/2;412;1;match;1;40;True;14;[monotonic]
737;57;1/16;953/16;419;1;ornamentation;0;40;False;14;[monotonic]
738;58;1/16;477/8;420;1;ornamentation;0;40;False;14;[monotonic]
739;60;1/16;955/16;421;1;ornamentation;0;40;False;14;[monotonic]
741;62;1/16;239/4;422;1;repetition;0;40;False;14;[monotonic]
753;61;1/4;243/4;430;1;ficta;0;40;True;14;[monotonic]
780;61;1/16;1005/16;449;1;ornamentation;0;43;True;17;[non_monotonic]
781;62;1/32;503/8;450;1;ornamentation;0;43;False;17;[non_monotonic]
782;61;1/32;2013/32;451;1;ornamentation;0;43;False;17;[non_monotonic]
783;59;1/32;1007/16;452;1;ornamentation;0;43;False;17;[non_monotonic]
784;61;1/32;2015/32;453;1;ornamentation;0;43;False;17;[non_monotonic]
786;62;1/4;63;454;1;match;1;43;True;17;[non_monotonic]
158;54;1/16;221/16;91;3;ornamentation;0;45;True;1;[non_monotonic]
159;55;1/32;111/8;92;3;ornamentation;0;45;False;1;[non_monotonic]
160;54;1/32;445/32;93;3;ornamentation;0;45;False;1;[non_monotonic]
161;52;1/32;223/16;94;3;ornamentation;0;45;False;1;[non_monotonic]
162;54;1/32;447/32;95;3;ornamentation;0;45;False;1;[non_monotonic]
163;55;1/4;14;96;3;match;3;45;True;1;[non_monotonic]
189;62;1/32;503/32;113;3;ornamentation;0;47;True;3;[monotonic_perfect_fifth_0_0]
190;60;1/8;63/4;114;3;ornamentation;0;47;False;3;[monotonic_perfect_fifth_0_0]
191;58;1/8;127/8;115;3;ornamentation;0;47;False;3;[monotonic_perfect_fifth_0_0]
193;57;1/8;16;116;3;adaptation;1;47;False;3;[monotonic_perfect_fifth_0_0]
195;55;1/8;129/8;117;3;ornamentation;0;47;False;3;[monotonic_perfect_fifth_0_0]
196;53;1/4;65/4;118;3;match;0;47;True;3;[monotonic_perfect_fifth_0_0]
222;54;1/16;293/16;133;3;ornamentation;0;49;True;5;[non_monotonic]
223;55;1/32;147/8;134;3;ornamentation;0;49;False;5;[non_monotonic]
224;54;1/32;589/32;135;3;ornamentation;0;49;False;5;[non_monotonic]
225;52;1/32;295/16;136;3;ornamentation;0;49;False;5;[non_monotonic]
226;54;1/32;591/32;137;3;ornamentation;0;49;False;5;[non_monotonic]
227;55;1/8;37/2;138;3;match;3;49;True;5;[non_monotonic]
