output_csv,duration,count,sequence_ids
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_tab_abtab.csv,1/32,15,"12,18,22,24,36,48,51,57,64,69,76,92,101,111,120"
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_tab_abtab.csv,1/16,68,"0,1,2,4,5,7,9,11,13,14,15,16,17,19,23,26,27,29,32,33,34,38,39,40,43,44,46,47,50,53,54,55,56,58,60,62,65,68,72,73,75,78,79,81,83,84,85,86,87,88,89,91,93,94,97,98,100,103,104,106,108,110,112,113,114,115,117,119"
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_tab_abtab.csv,1/8,38,"3,6,8,10,20,21,25,28,30,31,35,37,41,42,45,49,52,59,61,63,66,67,70,71,74,77,80,82,90,95,96,99,102,105,107,109,116,118"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_abtab_fourstep.csv,1/32,15,"12,18,22,24,36,48,51,57,64,69,76,92,101,111,120"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_abtab_fourstep.csv,1/16,11,"11,13,17,26,68,78,83,88,97,103,117"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_abtab_fourstep.csv,1/8,3,"30,42,107"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_abtab_non_chord.csv,1/32,15,"12,18,22,24,36,48,51,57,64,69,76,92,101,111,120"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_abtab_non_chord.csv,1/16,64,"0,1,2,4,5,7,9,11,13,14,15,16,17,19,26,27,29,32,33,38,39,40,43,44,46,47,50,53,54,55,56,58,60,62,65,68,72,73,78,79,81,83,84,85,86,87,88,89,91,93,94,97,98,103,104,106,108,110,112,113,114,115,117,119"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_abtab_non_chord.csv,1/8,3,"70,80,105"
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_tab_raw.csv,1/32,15,"11,17,21,24,34,39,42,48,56,60,64,76,82,90,96"
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_tab_raw.csv,1/16,47,"0,1,2,4,5,7,8,10,12,13,14,15,16,18,23,26,27,28,32,41,46,47,49,51,54,57,59,62,66,67,68,69,71,72,73,75,77,78,80,84,85,87,89,91,92,93,95"
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_tab_raw.csv,1/8,35,"3,6,9,19,20,22,25,29,30,31,33,35,36,37,38,40,43,44,45,50,52,53,55,58,61,63,65,70,74,79,81,83,86,88,94"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_raw_fourstep.csv,1/32,15,"11,17,21,24,34,39,42,48,56,60,64,76,82,90,96"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_raw_fourstep.csv,1/16,11,"10,12,16,26,59,66,68,72,80,84,93"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_raw_fourstep.csv,1/8,4,"29,36,45,86"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_raw_non_chord.csv,1/32,15,"11,17,21,24,34,39,42,48,56,60,64,76,82,90,96"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_tab_raw_non_chord.csv,1/16,45,"0,1,2,4,5,7,8,10,12,13,14,15,16,18,26,27,28,41,46,47,49,51,54,57,59,62,66,67,68,69,71,72,73,75,77,78,80,84,85,87,89,91,92,93,95"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-0.csv,1/32,4,"18,20,31,42"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-0.csv,1/16,28,"0,1,2,4,6,7,8,9,11,12,14,15,17,19,21,22,23,25,27,28,30,32,34,35,36,37,39,41"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-0.csv,1/8,11,"3,5,10,13,16,24,26,29,33,38,40"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-0_fourstep.csv,1/32,4,"18,20,31,42"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-0_fourstep.csv,1/16,3,"27,35,39"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-0_fourstep.csv,1/8,2,"10,13"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-1.csv,1/32,4,"7,12,17,35"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-1.csv,1/16,24,"0,1,2,4,5,6,8,10,13,14,15,16,18,19,22,23,24,25,26,27,29,31,32,34"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-1.csv,1/8,9,"3,9,11,20,21,28,30,33,36"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-1_fourstep.csv,1/32,3,"12,17,35"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-1_fourstep.csv,1/16,2,"5,31"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-2.csv,1/32,7,"2,4,6,13,17,22,29"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-2.csv,1/16,13,"1,5,8,12,14,16,19,21,23,24,26,28,30"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-2.csv,1/8,11,"0,3,7,9,10,11,15,18,20,25,27"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-2_fourstep.csv,1/32,6,"4,6,13,17,22,29"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-2_fourstep.csv,1/16,2,"16,23"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-3.csv,1/16,8,"1,2,5,8,11,13,15,17"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-3.csv,1/8,10,"0,3,4,6,7,9,10,12,14,16"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-3_fourstep.csv,1/16,4,"5,11,13,15"
output/5265_14_absalon_fili_me_desprez/voices/5265_14_absalon_fili_me_desprez_voice-3_fourstep.csv,1/8,1,16
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_voices_merged.csv,1/32,15,"18,20,31,42,50,55,60,78,82,84,86,93,97,102,109"
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_voices_merged.csv,1/16,73,"0,1,2,4,6,7,8,9,11,12,14,15,17,19,21,22,23,25,27,28,30,32,34,35,36,37,39,41,43,44,45,47,48,49,51,53,56,57,58,59,61,62,65,66,67,68,69,70,72,74,75,77,81,85,88,92,94,96,99,101,103,104,106,108,110,112,113,116,119,122,124,126,128"
output/5265_14_absalon_fili_me_desprez/5265_14_absalon_fili_me_desprez_voices_merged.csv,1/8,41,"3,5,10,13,16,24,26,29,33,38,40,46,52,54,63,64,71,73,76,79,80,83,87,89,90,91,95,98,100,105,107,111,114,115,117,118,120,121,123,125,127"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_voices_merged_fourstep.csv,1/32,13,"18,20,31,42,55,60,78,84,86,93,97,102,109"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_voices_merged_fourstep.csv,1/16,11,"27,35,39,48,74,96,103,116,122,124,126"
output/5265_14_absalon_fili_me_desprez/fourstep/5265_14_absalon_fili_me_desprez_voices_merged_fourstep.csv,1/8,3,"10,13,127"
