note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
4;66;1/16;13/16;4;1;ornamentation;0;1;True;1;[non_monotonic]
5;67;1/32;7/8;5;1;ornamentation;0;1;False;1;[non_monotonic]
6;66;1/32;29/32;6;1;ornamentation;0;1;False;1;[non_monotonic]
7;64;1/32;15/16;7;1;ornamentation;0;1;False;1;[non_monotonic]
8;66;1/32;31/32;8;1;ornamentation;0;1;False;1;[non_monotonic]
9;67;1/4;1;9;1;match;0;1;True;1;[non_monotonic]
50;66;1/16;69/16;41;1;ornamentation;0;4;True;4;[non_monotonic]
51;67;1/32;35/8;42;1;adaptation;0;4;False;4;[non_monotonic]
52;66;1/32;141/32;43;1;ornamentation;0;4;False;4;[non_monotonic]
53;64;1/32;71/16;44;1;ornamentation;0;4;False;4;[non_monotonic]
54;66;1/32;143/32;45;1;ornamentation;0;4;False;4;[non_monotonic]
56;67;1/4;9/2;46;1;match;1;4;True;4;[non_monotonic]
127;65;1/8;41/4;96;1;match;0;6;True;6;[non_monotonic]
128;67;1/32;83/8;97;1;ornamentation;0;6;False;6;[non_monotonic]
129;66;1/32;333/32;98;1;ornamentation;0;6;False;6;[non_monotonic]
130;64;1/32;167/16;99;1;ornamentation;0;6;False;6;[non_monotonic]
131;66;1/32;335/32;100;1;ornamentation;0;6;False;6;[non_monotonic]
133;67;1/2;21/2;101;1;match;1;6;True;6;[non_monotonic]
297;65;1/8;25;229;1;repetition;1;10;True;10;[non_monotonic]
299;64;1/16;201/8;230;1;ornamentation;0;10;False;10;[non_monotonic]
300;65;1/16;403/16;231;1;ornamentation;0;10;False;10;[non_monotonic]
301;67;1/16;101/4;232;1;adaptation;1;10;False;10;[non_monotonic]
303;65;1/16;405/16;233;1;ornamentation;0;10;False;10;[non_monotonic]
304;67;1/32;203/8;234;1;adaptation;0;10;True;10;[non_monotonic]
303;65;1/16;405/16;233;1;ornamentation;0;11;True;11;[monotonic_perfect_fifth_0_1]
304;67;1/32;203/8;234;1;adaptation;0;11;False;11;[monotonic_perfect_fifth_0_1]
305;65;1/32;813/32;235;1;ornamentation;0;11;False;11;[monotonic_perfect_fifth_0_1]
306;64;1/32;407/16;236;1;ornamentation;0;11;False;11;[monotonic_perfect_fifth_0_1]
307;62;1/32;815/32;237;1;ornamentation;0;11;False;11;[monotonic_perfect_fifth_0_1]
309;60;1/16;51/2;238;1;match;1;11;True;11;[monotonic_perfect_fifth_0_1]
19;72;1/16;37/16;16;0;ornamentation;0;15;True;1;[non_monotonic]
20;74;1/32;19/8;17;0;ornamentation;0;15;False;1;[non_monotonic]
21;72;1/32;77/32;18;0;ornamentation;0;15;False;1;[non_monotonic]
22;71;1/32;39/16;19;0;ornamentation;0;15;False;1;[non_monotonic]
23;72;1/32;79/32;20;0;ornamentation;0;15;False;1;[non_monotonic]
25;74;1/4;5/2;21;0;match;0;15;True;1;[non_monotonic]
33;71;1/16;53/16;26;0;ornamentation;0;17;True;3;[monotonic]
34;72;1/32;27/8;27;0;repetition;0;17;False;3;[monotonic]
35;71;1/32;109/32;28;0;ornamentation;0;17;False;3;[monotonic]
36;69;1/32;55/16;29;0;ornamentation;0;17;False;3;[monotonic]
37;67;1/32;111/32;30;0;ornamentation;0;17;False;3;[monotonic]
39;69;1/8;7/2;31;0;match;0;17;True;3;[monotonic]
58;71;1/8;19/4;47;0;match;0;19;True;5;[non_monotonic]
62;71;1/16;5;49;0;repetition;0;19;False;5;[non_monotonic]
63;69;1/16;81/16;50;0;ornamentation;0;19;False;5;[non_monotonic]
64;71;1/16;41/8;51;0;repetition;0;19;False;5;[non_monotonic]
65;72;1/16;83/16;52;0;ornamentation;0;19;False;5;[non_monotonic]
68;74;1/4;21/4;53;0;match;0;19;True;5;[non_monotonic]
154;74;1/4;27/2;113;0;match;0;20;True;6;[non_monotonic]
156;76;1/16;55/4;114;0;match;0;20;False;6;[non_monotonic]
157;74;1/16;221/16;115;0;ornamentation;0;20;False;6;[non_monotonic]
158;76;1/16;111/8;116;0;ornamentation;0;20;False;6;[non_monotonic]
159;77;1/16;223/16;117;0;ornamentation;0;20;False;6;[non_monotonic]
161;76;1/8;14;118;0;repetition;0;20;True;6;[non_monotonic]
253;74;1/4;21;192;0;match;0;22;True;8;[non_monotonic]
255;72;1/16;43/2;194;0;adaptation;0;22;False;8;[non_monotonic]
256;71;1/16;345/16;195;0;ornamentation;0;22;False;8;[non_monotonic]
257;69;1/16;173/8;196;0;ornamentation;0;22;False;8;[non_monotonic]
258;71;1/16;347/16;197;0;ornamentation;0;22;False;8;[non_monotonic]
260;72;1/4;87/4;198;0;match;0;22;True;8;[non_monotonic]
506;66;1/16;621/16;352;0;ornamentation;0;26;True;12;[non_monotonic]
507;67;1/32;311/8;353;0;adaptation;0;26;False;12;[non_monotonic]
508;66;1/32;1245/32;354;0;ornamentation;0;26;False;12;[non_monotonic]
509;64;1/32;623/16;355;0;ornamentation;0;26;False;12;[non_monotonic]
510;66;1/32;1247/32;356;0;ornamentation;0;26;False;12;[non_monotonic]
514;67;3/4;39;357;0;match;0;26;True;12;[non_monotonic]
104;52;1/32;279/32;78;3;ornamentation;0;28;True;1;[non_monotonic]
105;55;1/16;35/4;79;3;adaptation;0;28;False;1;[non_monotonic]
