output_csv,duration,count,sequence_ids
output/5702_benedicta-1/5702_benedicta-1_tab_abtab.csv,1/16,13,"1,2,12,26,43,48,51,68,72,74,76,78,81"
output/5702_benedicta-1/5702_benedicta-1_tab_abtab.csv,1/8,29,"8,11,14,18,20,22,23,24,25,27,29,31,34,39,42,45,47,50,54,55,57,60,62,67,71,73,75,77,80"
output/5702_benedicta-1/5702_benedicta-1_tab_abtab.csv,1/4,41,"0,3,4,5,6,7,9,10,13,15,16,17,19,21,28,30,32,33,35,36,37,38,40,41,44,46,49,52,53,56,58,59,61,63,64,65,66,69,70,79,82"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_abtab_fourstep.csv,1/16,13,"1,2,12,26,43,48,51,68,72,74,76,78,81"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_abtab_fourstep.csv,1/8,10,"20,25,27,45,50,67,71,73,75,80"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_abtab_fourstep.csv,1/4,3,"15,58,64"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_abtab_non_chord.csv,1/16,13,"1,2,12,26,43,48,51,68,72,74,76,78,81"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_abtab_non_chord.csv,1/8,17,"14,23,24,29,31,34,39,45,50,55,60,62,67,71,73,75,80"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_abtab_non_chord.csv,1/4,6,"3,4,32,52,59,65"
output/5702_benedicta-1/5702_benedicta-1_tab_raw.csv,1/16,13,"0,1,4,11,15,18,20,25,27,29,31,33,35"
output/5702_benedicta-1/5702_benedicta-1_tab_raw.csv,1/8,23,"2,3,5,6,7,8,9,10,12,13,14,16,17,19,21,22,23,24,26,28,30,32,34"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_raw_fourstep.csv,1/16,13,"0,1,4,11,15,18,20,25,27,29,31,33,35"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_raw_fourstep.csv,1/8,10,"6,10,12,16,19,24,26,28,30,34"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_raw_non_chord.csv,1/16,13,"0,1,4,11,15,18,20,25,27,29,31,33,35"
output/5702_benedicta-1/fourstep/5702_benedicta-1_tab_raw_non_chord.csv,1/8,11,"8,9,13,16,19,23,24,26,28,30,34"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-1.csv,1/16,3,"0,1,5"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-1.csv,1/8,5,"2,3,4,6,7"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-1_fourstep.csv,1/16,3,"0,1,5"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-1_fourstep.csv,1/8,3,"4,6,7"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-0.csv,1/16,2,"5,7"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-0.csv,1/8,6,"0,1,2,3,4,6"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-0_fourstep.csv,1/16,2,"5,7"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-5.csv,1/16,2,"3,5"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-5.csv,1/8,4,"0,1,2,4"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-5_fourstep.csv,1/16,2,"3,5"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-5_fourstep.csv,1/8,1,2
output/5702_benedicta-1/voices/5702_benedicta-1_voice-3.csv,1/16,3,"6,8,10"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-3.csv,1/8,8,"0,1,2,3,4,5,7,9"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-3_fourstep.csv,1/16,3,"6,8,10"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-3_fourstep.csv,1/8,4,"0,5,7,9"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-4.csv,1/16,3,"0,3,6"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-4.csv,1/8,4,"1,2,4,5"
output/5702_benedicta-1/voices/5702_benedicta-1_voice-4_fourstep.csv,1/16,1,3
output/5702_benedicta-1/voices/5702_benedicta-1_voice-4_fourstep.csv,1/8,1,2
output/5702_benedicta-1/voices/5702_benedicta-1_voice-2.csv,1/8,5,"0,1,2,3,4"
output/5702_benedicta-1/5702_benedicta-1_voices_merged.csv,1/16,13,"0,1,5,13,15,19,21,28,30,32,33,36,39"
output/5702_benedicta-1/5702_benedicta-1_voices_merged.csv,1/8,32,"2,3,4,6,7,8,9,10,11,12,14,16,17,18,20,22,23,24,25,26,27,29,31,34,35,37,38,40,41,42,43,44"
output/5702_benedicta-1/fourstep/5702_benedicta-1_voices_merged_fourstep.csv,1/16,11,"0,1,5,13,15,19,21,28,30,32,36"
output/5702_benedicta-1/fourstep/5702_benedicta-1_voices_merged_fourstep.csv,1/8,9,"4,6,7,18,22,27,29,31,35"
