output_csv,sequence_length,count,sequence_ids
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab.csv,1,1,0
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab.csv,2,8,"2,6,7,8,10,13,14,15"
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab.csv,4,2,"1,12"
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab.csv,5,2,"9,11"
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab.csv,6,5,"3,4,5,16,17"
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab.csv,10,1,18
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab_fourstep.csv,4,1,12
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab_non_chord.csv,1,1,0
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab_non_chord.csv,2,8,"2,6,7,8,10,13,14,15"
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab_non_chord.csv,4,2,"1,12"
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab_non_chord.csv,5,2,"9,11"
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab_non_chord.csv,6,5,"3,4,5,16,17"
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_abtab_non_chord.csv,10,1,18
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_raw.csv,4,8,"0,8,9,10,11,12,13,16"
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_raw.csv,5,2,"5,7"
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_raw.csv,6,8,"1,3,4,6,14,17,18,20"
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_raw.csv,7,2,"2,15"
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_raw.csv,10,1,21
output/5254_03_benedicta_es_coelorum_desprez-3/5254_03_benedicta_es_coelorum_desprez-3_tab_raw.csv,12,1,19
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_raw_fourstep.csv,4,1,10
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_raw_non_chord.csv,4,2,"0,10"
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_raw_non_chord.csv,5,2,"5,7"
output/5254_03_benedicta_es_coelorum_desprez-3/fourstep/5254_03_benedicta_es_coelorum_desprez-3_tab_raw_non_chord.csv,6,5,"1,3,4,18,20"
