output_csv,duration,count,sequence_ids
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_tab_abtab.csv,1/32,22,"1,2,4,8,9,11,12,16,19,25,30,31,33,37,38,40,44,45,47,49,50,52"
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_tab_abtab.csv,1/16,24,"0,3,5,6,7,10,14,15,18,20,24,26,28,29,32,34,35,36,39,42,43,46,48,51"
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_tab_abtab.csv,1/8,7,"13,17,21,22,23,27,41"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_abtab_fourstep.csv,1/32,14,"1,4,8,11,16,25,30,33,37,40,44,47,49,52"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_abtab_fourstep.csv,1/16,4,"6,14,20,26"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_abtab_fourstep.csv,1/8,3,"13,21,41"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_abtab_non_chord.csv,1/32,21,"1,2,4,8,9,11,16,19,25,30,31,33,37,38,40,44,45,47,49,50,52"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_abtab_non_chord.csv,1/16,10,"0,3,5,20,28,29,32,34,46,51"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_abtab_non_chord.csv,1/8,1,27
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_tab_raw.csv,1/32,14,"0,1,6,8,11,18,24,25,30,32,35,37,39,43"
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_tab_raw.csv,1/16,7,"5,10,13,14,19,29,34"
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_tab_raw.csv,1/8,23,"2,3,4,7,9,12,15,16,17,20,21,22,23,26,27,28,31,33,36,38,40,41,42"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_raw_fourstep.csv,1/32,14,"0,1,6,8,11,18,24,25,30,32,35,37,39,43"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_raw_fourstep.csv,1/16,4,"5,10,14,19"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_raw_fourstep.csv,1/8,4,"9,15,23,33"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_raw_non_chord.csv,1/32,14,"0,1,6,8,11,18,24,25,30,32,35,37,39,43"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_raw_non_chord.csv,1/16,1,14
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_tab_raw_non_chord.csv,1/8,1,36
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-4.csv,1/16,4,"0,1,3,4"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-4.csv,1/8,1,2
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-4_fourstep.csv,1/16,2,"0,1"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-4_fourstep.csv,1/8,1,2
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-2.csv,1/32,6,"1,2,4,5,7,9"
