output_csv,duration,count,sequence_ids
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-2.csv,1/16,5,"0,3,6,8,10"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-2_fourstep.csv,1/32,3,"1,4,7"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-0.csv,1/32,4,"1,6,7,9"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-0.csv,1/16,3,"2,5,8"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-0.csv,1/8,3,"0,3,4"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-0_fourstep.csv,1/32,2,"6,9"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-0_fourstep.csv,1/16,1,2
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-1.csv,1/32,6,"2,7,9,13,15,17"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-1.csv,1/16,11,"0,1,3,4,6,8,10,11,12,14,16"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-1.csv,1/8,1,5
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-1_fourstep.csv,1/32,4,"2,9,13,17"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-1_fourstep.csv,1/16,2,"11,14"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-3.csv,1/32,6,"1,2,5,7,10,12"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-3.csv,1/16,5,"0,4,6,9,11"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-3.csv,1/8,2,"3,8"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-3_fourstep.csv,1/32,5,"1,5,7,10,12"
output/1275_13_faulte_d_argent/voices/1275_13_faulte_d_argent_voice-3_fourstep.csv,1/8,2,"3,8"
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_voices_merged.csv,1/32,22,"6,7,9,10,12,14,17,22,23,25,28,33,35,39,41,43,45,46,49,51,54,56"
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_voices_merged.csv,1/16,28,"0,1,3,4,5,8,11,13,15,18,21,24,26,27,29,30,32,34,36,37,38,40,42,44,48,50,53,55"
output/1275_13_faulte_d_argent/1275_13_faulte_d_argent_voices_merged.csv,1/8,7,"2,16,19,20,31,47,52"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_voices_merged_fourstep.csv,1/32,14,"6,9,12,22,25,28,35,39,43,45,49,51,54,56"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_voices_merged_fourstep.csv,1/16,5,"0,1,18,37,40"
output/1275_13_faulte_d_argent/fourstep/1275_13_faulte_d_argent_voices_merged_fourstep.csv,1/8,3,"2,47,52"
