output_csv,sequence_length,count,sequence_ids
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,1,10,"1,4,8,11,17,23,41,60,80,85"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,2,21,"13,18,19,25,26,38,47,53,54,61,63,65,66,69,70,71,72,78,88,89,90"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,3,5,"9,29,42,44,68"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,4,19,"16,28,30,31,32,34,45,50,55,56,57,67,73,75,76,79,81,82,86"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,5,13,"0,3,6,20,37,40,48,59,83,84,87,91,93"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,6,23,"5,7,10,15,21,22,27,33,35,36,43,46,49,51,52,58,62,74,77,95,96,97,98"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,7,3,"12,14,24"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,8,1,39
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,9,1,64
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,10,2,"2,92"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,11,1,94
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_abtab_fourstep.csv,4,14,"30,31,32,34,45,50,55,57,67,73,76,79,81,82"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_abtab_non_chord.csv,1,10,"1,4,8,11,17,23,41,60,80,85"
