output_csv,duration,count,sequence_ids
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,1/32,7,"30,32,34,45,50,56,73"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,1/16,61,"0,2,3,5,7,8,10,13,15,17,20,21,22,23,25,27,29,31,33,35,36,37,40,41,43,44,46,47,48,49,51,52,53,54,55,57,58,59,60,63,67,69,70,71,72,76,77,78,79,81,82,83,84,85,87,88,89,91,93,95,96"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_abtab.csv,1/8,31,"1,4,6,9,11,12,14,16,18,19,24,26,28,38,39,42,61,62,64,65,66,68,74,75,80,86,90,92,94,97,98"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_abtab_fourstep.csv,1/32,6,"30,32,34,45,50,73"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_abtab_fourstep.csv,1/16,8,"31,55,57,67,76,79,81,82"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_abtab_non_chord.csv,1/32,7,"30,32,34,45,50,56,73"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_abtab_non_chord.csv,1/16,57,"0,2,3,5,7,8,10,13,15,17,20,21,22,23,25,27,29,31,33,35,36,37,40,41,43,44,46,47,48,49,51,52,53,54,55,57,58,59,60,67,69,70,71,77,78,81,82,83,84,85,87,88,89,91,93,95,96"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_abtab_non_chord.csv,1/8,7,"1,4,11,18,26,61,80"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_raw.csv,1/32,7,"19,21,23,31,35,39,46"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_raw.csv,1/16,40,"0,1,2,3,5,6,9,13,14,15,17,20,22,25,26,27,29,30,32,33,34,36,37,38,40,41,42,45,49,50,51,52,53,54,55,57,58,60,62,63"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_tab_raw.csv,1/8,19,"4,7,8,10,11,12,16,18,24,28,43,44,47,48,56,59,61,64,65"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_raw_fourstep.csv,1/32,6,"19,21,23,31,35,46"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_raw_fourstep.csv,1/16,8,"20,38,40,45,49,51,52,53"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_raw_non_chord.csv,1/32,7,"19,21,23,31,35,39,46"
output/5256_05_inviolata_integra_desprez-1/fourstep/5256_05_inviolata_integra_desprez-1_tab_raw_non_chord.csv,1/16,38,"0,1,2,3,5,6,9,13,14,15,17,20,22,25,26,27,29,30,32,33,34,36,37,38,40,41,42,45,50,52,53,54,55,57,58,60,62,63"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-0.csv,1/32,2,"17,25"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-0.csv,1/16,27,"0,2,3,5,7,8,10,12,15,16,18,19,21,22,23,24,26,27,32,34,35,36,37,38,39,41,42"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-0.csv,1/8,14,"1,4,6,9,11,13,14,20,28,29,30,31,33,40"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-0_fourstep.csv,1/32,1,17
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-0_fourstep.csv,1/16,4,"24,32,34,36"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-4.csv,1/16,7,"0,2,6,9,10,11,14"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-4.csv,1/8,9,"1,3,4,5,7,8,12,13,15"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-4_fourstep.csv,1/8,1,8
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-2.csv,1/32,2,"4,9"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-2.csv,1/16,14,"0,1,2,5,7,8,10,11,12,14,15,16,18,20"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-2.csv,1/8,6,"3,6,13,17,19,21"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-2_fourstep.csv,1/32,1,9
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-2_fourstep.csv,1/16,2,"0,11"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-3.csv,1/32,3,"7,9,16"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-3.csv,1/16,11,"0,2,3,4,6,8,10,11,13,14,15"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-3.csv,1/8,4,"1,5,12,17"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-3_fourstep.csv,1/32,3,"7,9,16"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-3_fourstep.csv,1/16,1,6
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-1.csv,1/16,9,"0,1,2,3,4,5,9,10,12"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-1.csv,1/8,4,"6,7,8,11"
output/5256_05_inviolata_integra_desprez-1/voices/5256_05_inviolata_integra_desprez-1_voice-1_fourstep.csv,1/16,2,"10,12"
output/5256_05_inviolata_integra_desprez-1/5256_05_inviolata_integra_desprez-1_voices_merged.csv,1/32,7,"17,25,63,68,88,90,97"
