output_csv,duration,count,sequence_ids
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab.csv,1/32,7,"5,8,12,15,20,23,35"
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab.csv,1/16,23,"0,1,2,4,7,9,10,11,14,16,18,19,21,22,24,26,28,29,30,33,34,38,40"
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab.csv,1/8,11,"3,6,13,17,25,27,31,32,36,37,39"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab_fourstep.csv,1/32,6,"5,12,15,20,23,35"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab_fourstep.csv,1/16,4,"7,19,22,26"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab_fourstep.csv,1/8,1,36
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab_non_chord.csv,1/32,7,"5,8,12,15,20,23,35"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab_non_chord.csv,1/16,22,"0,1,2,4,7,9,10,11,14,16,18,19,21,22,24,28,29,30,33,34,38,40"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_abtab_non_chord.csv,1/8,1,17
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_tab_raw.csv,1/32,7,"4,7,10,13,17,20,28"
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_tab_raw.csv,1/16,18,"0,1,2,6,8,9,12,14,15,16,18,19,21,22,23,27,31,34"
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_tab_raw.csv,1/8,10,"3,5,11,24,25,26,29,30,32,33"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_raw_fourstep.csv,1/32,6,"4,10,13,17,20,28"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_raw_fourstep.csv,1/16,4,"6,16,19,21"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_raw_fourstep.csv,1/8,2,"25,29"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_raw_non_chord.csv,1/32,7,"4,7,10,13,17,20,28"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_tab_raw_non_chord.csv,1/16,17,"0,1,2,6,8,9,12,14,15,16,18,19,22,23,27,31,34"
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-1.csv,1/32,1,4
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-1.csv,1/16,10,"0,1,2,3,6,7,9,11,12,13"
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-1.csv,1/8,7,"5,8,10,14,15,16,17"
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-1_fourstep.csv,1/32,1,4
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-1_fourstep.csv,1/16,1,11
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-0.csv,1/32,6,"3,6,8,13,15,22"
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-0.csv,1/16,15,"0,2,4,5,7,9,11,12,14,16,18,20,21,25,26"
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-0.csv,1/8,6,"1,10,17,19,23,24"
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-0_fourstep.csv,1/32,5,"6,8,13,15,22"
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-0_fourstep.csv,1/16,2,"12,14"
output/5254_03_benedicta_es_coelorum_desprez-2/voices/5254_03_benedicta_es_coelorum_desprez-2_voice-0_fourstep.csv,1/8,1,23
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_voices_merged.csv,1/32,7,"4,21,24,26,31,33,40"
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_voices_merged.csv,1/16,25,"0,1,2,3,6,7,9,11,12,13,18,20,22,23,25,27,29,30,32,34,36,38,39,43,44"
output/5254_03_benedicta_es_coelorum_desprez-2/5254_03_benedicta_es_coelorum_desprez-2_voices_merged.csv,1/8,13,"5,8,10,14,15,16,17,19,28,35,37,41,42"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_voices_merged_fourstep.csv,1/32,6,"4,24,26,31,33,40"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_voices_merged_fourstep.csv,1/16,3,"11,30,32"
output/5254_03_benedicta_es_coelorum_desprez-2/fourstep/5254_03_benedicta_es_coelorum_desprez-2_voices_merged_fourstep.csv,1/8,1,41
