output_csv,duration,count,sequence_ids
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,1/32,12,"0,8,13,21,34,36,39,44,48,52,59,63"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,1/16,34,"1,3,4,6,7,9,10,11,14,16,18,19,20,22,24,26,28,29,30,31,32,33,35,38,41,43,47,49,51,54,56,58,61,62"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,1/8,18,"2,5,12,15,17,23,25,27,37,40,42,45,46,50,53,55,57,60"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_fourstep.csv,1/32,12,"0,8,13,21,34,36,39,44,48,52,59,63"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_fourstep.csv,1/16,1,58
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,1/32,12,"0,8,13,21,34,36,39,44,48,52,59,63"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,1/16,32,"1,3,4,6,7,9,10,11,14,18,19,20,22,24,26,28,29,30,31,32,33,35,38,43,47,49,51,54,56,58,61,62"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,1/8,1,17
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_raw.csv,1/32,12,"0,4,6,10,20,23,26,30,33,36,42,45"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_raw.csv,1/16,16,"3,8,9,11,15,16,17,18,19,21,25,28,32,35,41,44"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_raw.csv,1/8,18,"1,2,5,7,12,13,14,22,24,27,29,31,34,37,38,39,40,43"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_raw_fourstep.csv,1/32,12,"0,4,6,10,20,23,26,30,33,36,42,45"
