output_csv,sequence_length,count,sequence_ids
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,1,3,"17,49,54"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,2,17,"1,3,4,6,9,10,11,14,16,20,24,26,32,43,45,56,61"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,4,20,"0,7,8,13,21,33,34,36,39,42,44,46,48,50,52,53,58,59,62,63"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,5,8,"2,12,18,19,28,29,47,51"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,6,6,"22,23,27,30,37,38"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,7,2,"5,25"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,8,2,"15,35"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,9,1,57
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,10,2,"31,40"
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,13,1,41
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,15,1,60
output/5266_15_cum_sancto_spiritu_desprez/5266_15_cum_sancto_spiritu_desprez_tab_abtab.csv,27,1,55
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_fourstep.csv,4,13,"0,8,13,21,34,36,39,44,48,52,58,59,63"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,1,3,"17,49,54"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,2,15,"1,3,4,6,9,10,11,14,20,24,26,32,43,56,61"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,4,16,"0,7,8,13,21,33,34,36,39,44,48,52,58,59,62,63"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,5,6,"18,19,28,29,47,51"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,6,3,"22,30,38"
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,8,1,35
output/5266_15_cum_sancto_spiritu_desprez/fourstep/5266_15_cum_sancto_spiritu_desprez_tab_abtab_non_chord.csv,10,1,31
