note,pitch,duration,onset,chord,voice,category,voice_tab,sequence_id,is_context,sequence_id_voice
4,72,1/4,1,1,0,match,0,11,True,0
5,62,1/8,5/4,2,0,ornamentation,0,11,False,0
6,64,1/8,11/8,3,0,ornamentation,0,11,False,0
7,65,1/8,3/2,4,0,ornamentation,0,11,False,0
8,67,1/8,13/8,5,0,ornamentation,0,11,False,0
9,69,1/8,7/4,6,0,ornamentation,0,11,False,0
10,71,1/8,15/8,7,0,ornamentation,0,11,False,0
13,72,1/4,2,8,0,match,0,11,True,0
43,69,1/2,6,25,0,match,0,12,True,1
45,64,1/8,53/8,27,0,ornamentation,0,12,False,1
46,65,1/8,27/4,28,0,match,0,12,False,1
47,67,1/8,55/8,29,0,ornamentation,0,12,False,1
51,65,1/8,7,30,0,match,0,12,False,1
61,60,1/8,8,38,0,adaptation,0,12,False,1
92,60,1/4,12,57,0,adaptation,0,12,True,1
141,76,1/4,39/2,85,0,adaptation,0,13,True,2
147,72,1/8,161/8,88,0,ornamentation,0,13,False,2
148,74,1/8,81/4,89,0,ornamentation,0,13,False,2
149,76,1/8,163/8,90,0,ornamentation,0,13,False,2
150,77,1/4,41/2,91,0,repetition,0,13,True,2
159,59,1/4,87/4,96,0,ornamentation,0,14,True,3
160,60,1/8,22,97,0,ornamentation,0,14,False,3
161,74,1/8,177/8,98,0,ornamentation,0,14,False,3
162,76,1/8,89/4,99,0,ornamentation,0,14,False,3
163,77,1/8,179/8,100,0,ornamentation,0,14,False,3
167,76,1/2,45/2,101,0,match,0,14,True,3
201,72,1/4,27,117,0,match,0,15,True,4
208,74,1/8,28,121,0,match,0,15,False,4
209,76,1/8,225/8,122,0,ornamentation,0,15,False,4
210,77,1/8,113/4,123,0,ornamentation,0,15,False,4
211,76,1/8,227/8,124,0,ornamentation,0,15,False,4
212,74,1/8,57/2,125,0,match,0,15,False,4
219,74,1/4,29,129,0,match,0,15,True,4
237,69,1/4,31,139,0,match,0,16,True,5
238,62,1/8,125/4,140,0,ornamentation,0,16,False,5
239,64,1/8,251/8,141,0,ornamentation,0,16,False,5
240,65,1/8,63/2,142,0,ornamentation,0,16,False,5
241,67,1/8,253/8,143,0,ornamentation,0,16,False,5
242,69,1/8,127/4,144,0,ornamentation,0,16,False,5
243,71,1/8,255/8,145,0,ornamentation,0,16,False,5
247,72,1/4,32,146,0,match,0,16,True,5
247,72,1/4,32,146,0,match,0,17,True,6
254,72,1/8,33,150,0,match,0,17,False,6
255,71,1/8,265/8,151,0,ornamentation,0,17,False,6
256,72,1/8,133/4,152,0,ornamentation,0,17,False,6
257,69,1/8,267/8,153,0,ornamentation,0,17,False,6
258,74,1/8,67/2,154,0,ornamentation,0,17,False,6
259,72,1/8,269/8,155,0,ornamentation,0,17,False,6
260,74,1/16,135/4,156,0,ornamentation,0,17,True,6
259,72,1/8,269/8,155,0,ornamentation,0,18,True,7
260,74,1/16,135/4,156,0,ornamentation,0,18,False,7
261,72,1/16,541/16,157,0,ornamentation,0,18,False,7
262,70,1/16,271/8,158,0,ornamentation,0,18,False,7
263,69,1/16,543/16,159,0,ornamentation,0,18,False,7
267,67,1/4,34,160,0,match,0,18,True,7
286,70,3/16,36,170,0,match,0,19,True,8
291,72,1/16,587/16,175,0,ornamentation,0,19,False,8
