output_csv,duration,count,sequence_ids
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab.csv,1/16,14,"22,26,28,29,30,31,33,57,64,66,67,69,71,72"
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab.csv,1/8,39,"0,2,4,6,10,12,15,17,19,21,24,34,35,36,37,40,42,45,47,49,51,52,55,58,62,68,73,74,77,79,81,84,88,93,94,96,98,102,105"
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab.csv,3/16,4,"27,32,65,70"
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab.csv,1/4,50,"1,3,5,7,8,9,11,13,14,16,18,20,23,25,38,39,41,43,44,46,48,50,53,54,56,59,60,61,63,75,76,78,80,82,83,85,86,87,89,90,91,92,95,97,99,100,101,103,104,106"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab_fourstep.csv,1/16,2,"22,57"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab_fourstep.csv,1/8,11,"6,17,24,40,45,51,74,88,93,94,96"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab_fourstep.csv,1/4,4,"20,39,53,61"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab_non_chord.csv,1/16,14,"22,26,28,29,30,31,33,57,64,66,67,69,71,72"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab_non_chord.csv,1/8,18,"0,2,6,12,19,34,35,36,37,47,51,52,55,58,68,73,79,84"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab_non_chord.csv,3/16,4,"27,32,65,70"
