output_csv,duration,count,sequence_ids
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_abtab_non_chord.csv,1/4,7,"3,8,9,25,61,83,92"
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_tab_raw.csv,1/16,2,"9,21"
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_tab_raw.csv,1/8,32,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_raw_fourstep.csv,1/16,2,"9,21"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_raw_fourstep.csv,1/8,11,"2,6,10,13,15,18,23,28,29,30,31"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_raw_non_chord.csv,1/16,2,"9,21"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_tab_raw_non_chord.csv,1/8,12,"0,2,4,7,11,12,16,18,19,20,25,27"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-4.csv,1/8,3,"0,1,2"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-4_fourstep.csv,1/8,1,1
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-2.csv,1/16,1,5
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-2.csv,1/8,7,"0,1,2,3,4,6,7"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-2_fourstep.csv,1/8,1,2
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-0.csv,1/16,4,"7,8,16,18"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-0.csv,1/8,22,"0,1,2,3,4,5,6,9,10,11,12,13,14,15,19,20,21,22,23,24,25,26"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-0.csv,3/16,1,17
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-0_fourstep.csv,1/16,1,7
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-0_fourstep.csv,1/8,3,"14,19,24"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-3.csv,1/16,5,"0,2,3,5,7"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-3.csv,1/8,2,"4,8"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-3.csv,3/16,2,"1,6"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-3_fourstep.csv,1/16,1,3
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-1.csv,1/16,4,"2,4,10,12"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-1.csv,1/8,12,"0,1,5,6,7,8,9,11,13,14,15,16"
output/933_milano_109_stabat_mater_dolorosa_josquin/voices/933_milano_109_stabat_mater_dolorosa_josquin_voice-1.csv,3/16,1,3
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_voices_merged.csv,1/16,14,"8,18,19,27,29,38,40,41,43,45,49,51,57,59"
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_voices_merged.csv,1/8,46,"0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,20,21,22,23,24,25,26,30,31,32,33,34,35,36,37,42,46,47,48,52,53,54,55,56,58,60,61,62,63"
output/933_milano_109_stabat_mater_dolorosa_josquin/933_milano_109_stabat_mater_dolorosa_josquin_voices_merged.csv,3/16,4,"28,39,44,50"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_voices_merged_fourstep.csv,1/16,2,"18,41"
output/933_milano_109_stabat_mater_dolorosa_josquin/fourstep/933_milano_109_stabat_mater_dolorosa_josquin_voices_merged_fourstep.csv,1/8,5,"1,5,25,30,35"
