output_csv,duration,count,sequence_ids
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_tab_abtab.csv,1/8,6,"2,5,7,9,15,18"
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_tab_abtab.csv,1/4,16,"0,1,3,4,6,8,10,11,12,13,14,16,17,19,20,21"
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/fourstep/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_tab_abtab_fourstep.csv,1/4,3,"1,13,17"
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/fourstep/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_tab_abtab_non_chord.csv,1/8,4,"2,5,15,18"
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/fourstep/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_tab_abtab_non_chord.csv,1/4,3,"0,1,11"
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_tab_raw.csv,1/8,2,"0,1"
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/voices/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_voice-0.csv,1/8,3,"0,1,2"
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/voices/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_voice-1.csv,1/8,1,0
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/voices/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_voice-2.csv,1/8,2,"0,1"
output/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine/5190_17_cum_spiritu_sanctu_from_missa_sine_nomine_voices_merged.csv,1/8,6,"0,1,2,3,4,5"
