output_csv,sequence_length,count,sequence_ids
output/3647_070_benedicta_est_coelorum_josquin_T/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab.csv,1,3,"10,25,28"
output/3647_070_benedicta_est_coelorum_josquin_T/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab.csv,2,15,"1,3,5,7,9,11,12,13,15,17,18,21,22,24,26"
output/3647_070_benedicta_est_coelorum_josquin_T/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab.csv,4,2,"19,23"
output/3647_070_benedicta_est_coelorum_josquin_T/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab.csv,5,2,"20,27"
output/3647_070_benedicta_est_coelorum_josquin_T/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab.csv,6,1,2
output/3647_070_benedicta_est_coelorum_josquin_T/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab.csv,8,5,"0,4,6,8,14"
output/3647_070_benedicta_est_coelorum_josquin_T/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab.csv,10,1,16
output/3647_070_benedicta_est_coelorum_josquin_T/fourstep/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab_fourstep.csv,4,1,23
output/3647_070_benedicta_est_coelorum_josquin_T/fourstep/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab_non_chord.csv,1,3,"10,25,28"
output/3647_070_benedicta_est_coelorum_josquin_T/fourstep/3647_070_benedicta_est_coelorum_josquin_T_tab_abtab_non_chord.csv,2,8,"1,7,11,12,15,21,24,26"
output/3647_070_benedicta_est_coelorum_josquin_T/voices/3647_070_benedicta_est_coelorum_josquin_T_voice-0.csv,2,2,"0,1"
output/3647_070_benedicta_est_coelorum_josquin_T/voices/3647_070_benedicta_est_coelorum_josquin_T_voice-2.csv,2,2,"0,1"
output/3647_070_benedicta_est_coelorum_josquin_T/3647_070_benedicta_est_coelorum_josquin_T_voices_merged.csv,2,4,"0,1,2,3"
