output_csv,sequence_length,count,sequence_ids
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,1,1,83
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,2,33,"3,14,20,21,27,31,34,37,38,42,45,46,47,48,53,56,57,63,74,78,79,84,109,112,117,125,131,133,138,141,142,145,147"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,3,3,"91,136,149"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,4,32,"6,10,12,19,24,25,28,29,30,32,39,43,51,52,54,58,59,61,62,64,65,69,71,80,81,89,92,93,105,113,115,116"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,5,36,"0,1,7,8,11,13,17,22,23,33,36,40,44,49,50,60,67,70,85,88,90,94,96,99,100,101,102,106,107,111,123,129,135,139,143,151"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,6,41,"2,4,5,9,15,18,26,41,55,66,68,72,75,76,77,82,86,87,95,97,98,103,108,110,114,118,119,120,121,122,124,127,128,130,134,137,140,144,146,148,150"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,8,1,35
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,10,2,"126,132"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,11,1,104
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,13,1,16
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_abtab.csv,14,1,73
output/5252_01_pater_noster_desprez-1/fourstep/5252_01_pater_noster_desprez-1_tab_abtab_fourstep.csv,4,25,"6,10,12,19,24,25,28,29,39,43,51,54,58,59,61,62,64,65,69,81,93,105,113,115,116"
output/5252_01_pater_noster_desprez-1/fourstep/5252_01_pater_noster_desprez-1_tab_abtab_non_chord.csv,1,1,83
output/5252_01_pater_noster_desprez-1/fourstep/5252_01_pater_noster_desprez-1_tab_abtab_non_chord.csv,2,16,"20,21,45,46,47,48,56,57,74,78,79,84,109,125,138,142"
output/5252_01_pater_noster_desprez-1/fourstep/5252_01_pater_noster_desprez-1_tab_abtab_non_chord.csv,3,1,91
output/5252_01_pater_noster_desprez-1/fourstep/5252_01_pater_noster_desprez-1_tab_abtab_non_chord.csv,4,22,"19,24,25,28,29,39,51,52,54,58,59,61,62,64,69,80,81,92,105,113,115,116"
output/5252_01_pater_noster_desprez-1/fourstep/5252_01_pater_noster_desprez-1_tab_abtab_non_chord.csv,5,30,"0,7,11,13,17,22,33,36,44,49,50,60,67,70,85,88,90,99,100,101,102,106,107,111,123,129,135,139,143,151"
output/5252_01_pater_noster_desprez-1/fourstep/5252_01_pater_noster_desprez-1_tab_abtab_non_chord.csv,6,41,"2,4,5,9,15,18,26,41,55,66,68,72,75,76,77,82,86,87,95,97,98,103,108,110,114,118,119,120,121,122,124,127,128,130,134,137,140,144,146,148,150"
output/5252_01_pater_noster_desprez-1/fourstep/5252_01_pater_noster_desprez-1_tab_abtab_non_chord.csv,10,1,132
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_raw.csv,4,34,"5,9,11,17,20,21,23,24,25,26,30,33,35,38,39,40,44,45,47,48,49,50,54,56,62,63,69,70,72,73,85,92,94,95"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_raw.csv,5,39,"0,1,6,7,10,12,15,18,19,27,29,31,34,36,37,41,43,46,52,55,65,68,71,74,76,79,80,81,82,86,87,89,91,101,106,110,112,114,119"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_raw.csv,6,41,"2,3,4,8,13,16,22,32,42,51,53,57,59,60,61,64,66,67,75,77,78,83,88,90,93,96,97,98,99,100,102,104,105,107,109,111,113,115,116,117,118"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_raw.csv,8,1,28
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_raw.csv,10,2,"103,108"
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_raw.csv,11,1,84
output/5252_01_pater_noster_desprez-1/5252_01_pater_noster_desprez-1_tab_raw.csv,13,1,14
