output_csv,sequence_length,count,sequence_ids
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_abtab.csv,2,7,"6,12,13,16,25,52,58"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_abtab.csv,4,36,"0,1,3,5,7,9,11,15,17,21,22,23,27,28,30,31,33,37,38,40,41,42,44,45,46,48,49,50,51,53,54,56,59,60,62,64"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_abtab.csv,5,1,34
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_abtab.csv,6,4,"26,32,35,61"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_abtab.csv,8,13,"2,4,10,18,20,24,29,36,39,43,47,57,63"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_abtab.csv,12,3,"14,19,66"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_abtab.csv,14,3,"8,55,65"
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_abtab_fourstep.csv,4,25,"0,3,5,9,15,17,22,27,30,31,33,37,40,41,42,44,45,49,50,51,54,59,60,62,64"
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_abtab_non_chord.csv,2,1,12
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_abtab_non_chord.csv,4,22,"0,3,5,9,15,17,22,27,30,31,37,40,41,42,45,48,49,51,53,54,59,64"
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_abtab_non_chord.csv,6,1,35
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_abtab_non_chord.csv,8,1,36
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_raw.csv,4,41,"0,1,3,5,6,8,10,12,13,14,18,19,20,23,24,26,27,29,32,34,35,37,38,39,40,41,42,44,45,46,48,49,50,51,52,53,55,57,58,60,62"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_raw.csv,5,1,30
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_raw.csv,6,4,"22,28,31,59"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_raw.csv,8,13,"2,4,9,15,17,21,25,33,36,43,47,56,61"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_raw.csv,12,3,"11,16,64"
output/4406_51_adieu_mes_amours/4406_51_adieu_mes_amours_tab_raw.csv,14,3,"7,54,63"
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_raw_fourstep.csv,4,29,"0,3,5,8,12,13,14,19,23,26,27,29,32,34,37,39,40,41,42,44,45,49,50,51,53,57,58,60,62"
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_raw_non_chord.csv,4,23,"0,3,5,8,13,14,19,23,26,27,34,37,39,40,41,45,48,49,51,52,53,57,62"
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_raw_non_chord.csv,6,1,31
output/4406_51_adieu_mes_amours/fourstep/4406_51_adieu_mes_amours_tab_raw_non_chord.csv,8,1,33
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0.csv,2,5,"2,14,20,32,35"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0.csv,3,7,"3,7,23,24,31,33,40"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0.csv,4,14,"5,10,11,12,16,17,19,22,25,26,27,29,36,38"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0.csv,5,4,"1,9,15,37"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0.csv,6,5,"4,6,18,34,39"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0.csv,7,1,28
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0.csv,8,5,"0,8,13,21,30"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0.csv,10,1,41
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-0_fourstep.csv,4,10,"11,16,19,22,25,26,27,29,36,38"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1.csv,1,2,"9,18"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1.csv,2,5,"5,6,7,11,24"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1.csv,3,2,"21,23"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1.csv,4,10,"0,1,2,3,10,13,16,17,19,20"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1.csv,5,1,25
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1.csv,6,2,"14,15"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1.csv,7,2,"8,26"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1.csv,9,3,"4,12,22"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-1_fourstep.csv,4,8,"0,2,3,10,13,16,19,20"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-2.csv,2,2,"1,4"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-2.csv,3,2,"0,2"
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-2.csv,5,1,3
output/4406_51_adieu_mes_amours/voices/4406_51_adieu_mes_amours_voice-3.csv,3,1,0
