output_csv,duration,count,sequence_ids
output/4481_49_ach_unfal_wes_zeigst_du_mich/4481_49_ach_unfal_wes_zeigst_du_mich_tab_abtab.csv,1/32,23,"2,4,6,11,13,17,19,23,28,30,33,37,39,51,53,55,57,62,64,68,70,74,78"
output/4481_49_ach_unfal_wes_zeigst_du_mich/4481_49_ach_unfal_wes_zeigst_du_mich_tab_abtab.csv,1/16,45,"0,1,3,5,7,9,10,12,14,16,18,20,21,22,24,26,27,29,32,34,36,38,40,42,44,46,48,49,50,52,54,56,58,60,61,63,65,67,69,71,72,73,75,77,79"
output/4481_49_ach_unfal_wes_zeigst_du_mich/4481_49_ach_unfal_wes_zeigst_du_mich_tab_abtab.csv,1/8,12,"8,15,25,31,35,41,43,45,47,59,66,76"
output/4481_49_ach_unfal_wes_zeigst_du_mich/fourstep/4481_49_ach_unfal_wes_zeigst_du_mich_tab_abtab_fourstep.csv,1/32,19,"2,4,6,11,13,17,19,28,30,37,39,51,53,55,57,62,64,70,78"
output/4481_49_ach_unfal_wes_zeigst_du_mich/fourstep/4481_49_ach_unfal_wes_zeigst_du_mich_tab_abtab_fourstep.csv,1/16,12,"0,7,9,14,20,32,34,44,58,60,65,71"
output/4481_49_ach_unfal_wes_zeigst_du_mich/fourstep/4481_49_ach_unfal_wes_zeigst_du_mich_tab_abtab_non_chord.csv,1/32,23,"2,4,6,11,13,17,19,23,28,30,33,37,39,51,53,55,57,62,64,68,70,74,78"
output/4481_49_ach_unfal_wes_zeigst_du_mich/fourstep/4481_49_ach_unfal_wes_zeigst_du_mich_tab_abtab_non_chord.csv,1/16,25,"0,1,3,5,9,10,12,20,24,27,32,36,38,40,50,52,54,56,60,61,63,67,71,75,77"
output/4481_49_ach_unfal_wes_zeigst_du_mich/fourstep/4481_49_ach_unfal_wes_zeigst_du_mich_tab_abtab_non_chord.csv,1/8,5,"8,41,43,47,59"
output/4481_49_ach_unfal_wes_zeigst_du_mich/4481_49_ach_unfal_wes_zeigst_du_mich_tab_raw.csv,1/32,23,"1,2,3,7,8,12,13,17,21,23,28,32,34,43,44,45,46,50,51,54,55,59,62"
output/4481_49_ach_unfal_wes_zeigst_du_mich/4481_49_ach_unfal_wes_zeigst_du_mich_tab_raw.csv,1/16,28,"0,4,6,9,11,14,15,16,18,20,22,27,29,31,35,36,37,40,41,42,47,49,52,56,57,58,60,63"
