output_csv,sequence_length,count,sequence_ids
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,1,1,44
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,2,27,"3,12,18,20,21,22,28,34,37,40,41,48,51,59,66,75,81,85,86,87,88,90,104,105,110,112,114"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,3,2,"4,7"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,4,27,"9,11,16,35,39,42,43,52,57,60,64,67,68,69,70,71,72,79,82,92,93,95,98,103,107,108,109"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,5,22,"0,1,2,13,15,17,23,25,29,30,32,38,45,50,56,65,73,80,83,91,99,116"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,6,27,"5,6,10,14,19,24,26,27,31,33,36,46,49,53,55,61,62,63,76,77,78,84,94,96,101,111,115"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,7,3,"54,100,113"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,8,3,"47,89,102"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,9,2,"58,97"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,10,1,8
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,13,1,106
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,15,1,74
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_fourstep.csv,4,17,"9,11,35,43,52,57,60,64,67,68,72,79,82,92,103,108,109"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_non_chord.csv,1,1,44
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_non_chord.csv,2,17,"3,12,18,20,37,40,41,48,51,75,85,87,88,105,110,112,114"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_non_chord.csv,4,20,"9,35,42,43,52,57,64,67,68,70,71,72,79,82,92,93,103,107,108,109"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_non_chord.csv,5,13,"0,1,13,17,29,38,45,65,73,80,83,99,116"
