output_csv,duration,count,sequence_ids
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,1/32,8,"9,43,52,57,68,72,93,108"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,1/16,71,"0,1,3,5,8,10,13,14,15,17,19,20,24,26,27,29,31,33,35,36,37,38,40,41,42,45,46,48,51,53,55,58,59,61,62,63,64,65,67,70,71,73,75,76,77,78,79,80,82,83,84,85,87,88,92,94,96,97,99,101,103,105,106,107,109,110,111,112,114,115,116"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab.csv,1/8,38,"2,4,6,7,11,12,16,18,21,22,23,25,28,30,32,34,39,44,47,49,50,54,56,60,66,69,74,81,86,89,90,91,95,98,100,102,104,113"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_fourstep.csv,1/32,7,"9,43,52,57,68,72,108"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_fourstep.csv,1/16,8,"35,64,67,79,82,92,103,109"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_fourstep.csv,1/8,2,"11,60"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_non_chord.csv,1/32,8,"9,43,52,57,68,72,93,108"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_non_chord.csv,1/16,67,"0,1,3,5,8,10,13,14,17,20,24,26,27,29,31,33,35,36,37,38,40,41,42,45,46,48,51,53,55,58,61,62,63,64,65,67,70,71,73,75,76,77,78,79,80,82,83,84,85,87,88,92,94,96,97,99,101,103,105,107,109,110,111,112,114,115,116"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_abtab_non_chord.csv,1/8,3,"12,18,44"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_raw.csv,1/32,8,"6,33,40,45,54,58,76,90"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_raw.csv,1/16,55,"0,1,3,5,7,9,10,11,13,14,18,20,21,22,24,26,27,28,29,32,34,35,41,43,46,48,49,50,51,52,53,56,57,59,61,62,65,67,69,70,71,72,75,78,80,81,83,85,87,88,89,91,93,96,97"
output/5255_04_stabat_mater_dolorosa_desprez-1/5255_04_stabat_mater_dolorosa_desprez-1_tab_raw.csv,1/8,35,"2,4,8,12,15,16,17,19,23,25,30,31,36,37,38,39,42,44,47,55,60,63,64,66,68,73,74,77,79,82,84,86,92,94,95"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_raw_fourstep.csv,1/32,7,"6,33,40,45,54,58,90"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_raw_fourstep.csv,1/16,8,"27,51,53,67,70,75,87,91"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_raw_fourstep.csv,1/8,6,"8,47,63,64,66,68"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_raw_non_chord.csv,1/32,8,"6,33,40,45,54,58,76,90"
output/5255_04_stabat_mater_dolorosa_desprez-1/fourstep/5255_04_stabat_mater_dolorosa_desprez-1_tab_raw_non_chord.csv,1/16,52,"0,1,3,5,7,9,10,13,18,20,21,22,24,26,27,28,29,32,34,35,41,43,46,48,49,50,51,52,53,56,57,59,61,62,65,67,69,70,71,72,75,78,80,81,83,85,87,89,91,93,96,97"
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-2.csv,1/32,1,2
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-2.csv,1/16,20,"0,3,5,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24"
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-2.csv,1/8,4,"1,4,10,18"
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-2_fourstep.csv,1/32,1,2
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-2_fourstep.csv,1/16,1,15
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-2_fourstep.csv,1/8,1,4
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-4.csv,1/16,8,"0,1,3,5,8,10,11,13"
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-4.csv,1/8,9,"2,4,6,7,9,12,14,15,16"
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-4_fourstep.csv,1/16,1,10
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-0.csv,1/32,4,"21,28,31,40"
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-0.csv,1/16,29,"0,2,3,5,7,8,13,14,15,16,18,19,20,22,25,27,29,30,32,34,35,36,39,42,43,45,46,47,49"
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-0.csv,1/8,17,"1,4,6,9,10,11,12,17,23,24,26,33,37,38,41,44,48"
output/5255_04_stabat_mater_dolorosa_desprez-1/voices/5255_04_stabat_mater_dolorosa_desprez-1_voice-0_fourstep.csv,1/32,3,"21,28,31"
