note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
243;55;1/8;217/8;144;2;match;0;1;True;1;[monotonic_perfect_fifth_0_1]
244;57;1/16;109/4;145;2;adaptation;0;1;False;1;[monotonic_perfect_fifth_0_1]
245;55;1/16;437/16;146;2;ornamentation;0;1;False;1;[monotonic_perfect_fifth_0_1]
246;53;1/16;219/8;147;2;repetition;0;1;False;1;[monotonic_perfect_fifth_0_1]
247;52;1/16;439/16;148;2;ornamentation;0;1;False;1;[monotonic_perfect_fifth_0_1]
248;50;1/4;55/2;149;2;match;1;1;True;1;[monotonic_perfect_fifth_0_1]
43;60;1/4;7;25;1;match;0;3;True;0;[non_monotonic]
44;62;1/16;29/4;26;1;ornamentation;0;3;False;0;[non_monotonic]
45;60;1/16;117/16;27;1;ornamentation;0;3;False;0;[non_monotonic]
46;59;1/16;59/8;28;1;ornamentation;0;3;False;0;[non_monotonic]
47;60;1/16;119/16;29;1;ornamentation;0;3;False;0;[non_monotonic]
49;62;1/2;15/2;30;1;match;1;3;True;0;[non_monotonic]
77;62;1/4;11;45;1;repetition;1;4;True;1;[non_monotonic]
79;64;1/16;45/4;46;1;adaptation;0;4;False;1;[non_monotonic]
80;62;1/16;181/16;47;1;ornamentation;0;4;False;1;[non_monotonic]
81;60;1/16;91/8;48;1;repetition;0;4;False;1;[non_monotonic]
82;62;1/16;183/16;49;1;ornamentation;0;4;False;1;[non_monotonic]
84;64;1/2;23/2;50;1;match;1;4;True;1;[non_monotonic]
146;60;1/4;35/2;89;1;repetition;1;5;True;2;[monotonic]
148;62;1/16;71/4;90;1;adaptation;0;5;False;2;[monotonic]
149;60;1/16;285/16;91;1;ornamentation;0;5;False;2;[monotonic]
150;59;1/16;143/8;92;1;repetition;0;5;False;2;[monotonic]
151;57;1/16;287/16;93;1;ornamentation;0;5;False;2;[monotonic]
152;59;1/2;18;94;1;match;1;5;True;2;[monotonic]
181;65;1/4;87/4;107;1;match;1;6;True;3;[non_monotonic]
183;67;1/16;22;108;1;ornamentation;0;6;False;3;[non_monotonic]
184;65;1/16;353/16;109;1;ornamentation;0;6;False;3;[non_monotonic]
185;64;1/16;177/8;110;1;ornamentation;0;6;False;3;[non_monotonic]
186;65;1/16;355/16;111;1;ornamentation;0;6;False;3;[non_monotonic]
188;64;1/8;89/4;112;1;match;1;6;True;3;[non_monotonic]
327;60;1/4;37;196;1;match;0;9;True;6;[monotonic]
328;62;1/16;149/4;197;1;adaptation;0;9;False;6;[monotonic]
329;60;1/16;597/16;198;1;ornamentation;0;9;False;6;[monotonic]
330;59;1/16;299/8;199;1;repetition;0;9;False;6;[monotonic]
331;57;1/16;599/16;200;1;ornamentation;0;9;False;6;[monotonic]
333;59;1/4;75/2;201;1;match;0;9;True;6;[monotonic]
356;61;1/8;317/8;216;1;ornamentation;0;12;True;9;[non_monotonic]
357;62;1/16;159/4;217;1;repetition;0;12;False;9;[non_monotonic]
358;61;1/16;637/16;218;1;ornamentation;0;12;False;9;[non_monotonic]
359;59;1/16;319/8;219;1;ornamentation;0;12;False;9;[non_monotonic]
360;61;1/16;639/16;220;1;ornamentation;0;12;False;9;[non_monotonic]
361;62;1/4;40;221;1;match;1;12;True;9;[non_monotonic]
94;72;1/4;25/2;54;0;match;0;15;True;1;[non_monotonic]
97;71;1/16;51/4;55;0;match;0;15;False;1;[non_monotonic]
98;69;1/16;205/16;56;0;ornamentation;0;15;False;1;[non_monotonic]
99;71;1/16;103/8;57;0;ornamentation;0;15;False;1;[non_monotonic]
100;72;1/16;207/16;58;0;ornamentation;0;15;False;1;[non_monotonic]
102;71;1/8;13;59;0;repetition;0;15;True;1;[non_monotonic]
126;65;1/8;121/8;76;0;match;0;17;True;3;[monotonic_perfect_fifth_0_0]
127;67;1/16;61/4;77;0;adaptation;0;17;False;3;[monotonic_perfect_fifth_0_0]
128;65;1/16;245/16;78;0;ornamentation;0;17;False;3;[monotonic_perfect_fifth_0_0]
129;64;1/16;123/8;79;0;repetition;0;17;False;3;[monotonic_perfect_fifth_0_0]
130;62;1/16;247/16;80;0;ornamentation;0;17;False;3;[monotonic_perfect_fifth_0_0]
133;60;1/4;31/2;81;0;match;0;17;True;3;[monotonic_perfect_fifth_0_0]
202;64;1/4;47/2;118;0;match;0;18;True;4;[non_monotonic]
204;65;1/16;95/4;119;0;match;0;18;False;4;[non_monotonic]
205;64;1/16;381/16;120;0;ornamentation;0;18;False;4;[non_monotonic]
206;65;1/16;191/8;121;0;ornamentation;0;18;False;4;[non_monotonic]
207;67;1/16;383/16;122;0;ornamentation;0;18;False;4;[non_monotonic]
210;65;1/8;24;123;0;repetition;0;18;True;4;[non_monotonic]
228;61;1/8;205/8;134;0;ornamentation;0;20;True;6;[non_monotonic]
229;62;1/16;103/4;135;0;repetition;0;20;False;6;[non_monotonic]
230;61;1/16;413/16;136;0;ornamentation;0;20;False;6;[non_monotonic]
231;59;1/16;207/8;137;0;adaptation;0;20;False;6;[non_monotonic]
232;61;1/16;415/16;138;0;ornamentation;0;20;False;6;[non_monotonic]
235;62;1/4;26;139;0;match;0;20;True;6;[non_monotonic]
293;71;1/4;33;177;0;match;0;23;True;9;[non_monotonic]
294;72;1/16;133/4;178;0;ornamentation;0;23;False;9;[non_monotonic]
295;71;1/16;533/16;179;0;ornamentation;0;23;False;9;[non_monotonic]
296;69;1/16;267/8;180;0;ornamentation;0;23;False;9;[non_monotonic]
297;71;1/16;535/16;181;0;ornamentation;0;23;False;9;[non_monotonic]
300;72;1/2;67/2;182;0;match;0;23;True;9;[non_monotonic]
398;64;1/4;43;245;0;match;0;26;True;12;[monotonic]
399;65;1/16;173/4;246;0;adaptation;0;26;False;12;[monotonic]
400;64;1/16;693/16;247;0;ornamentation;0;26;False;12;[monotonic]
401;62;1/16;347/8;248;0;repetition;0;26;False;12;[monotonic]
402;60;1/16;695/16;249;0;ornamentation;0;26;False;12;[monotonic]
404;62;1/4;87/2;250;0;match;0;26;True;12;[monotonic]
455;65;1/4;197/4;280;0;match;0;27;True;13;[monotonic]
456;65;1/8;99/2;281;0;ornamentation;0;27;False;13;[monotonic]
457;64;1/8;397/8;282;0;match;0;27;False;13;[monotonic]
459;62;1/8;199/4;283;0;match;0;27;False;13;[monotonic]
460;60;1/8;399/8;284;0;match;0;27;False;13;[monotonic]
463;59;1/4;50;285;0;match;0;27;True;13;[monotonic]
