output_csv,duration,count,sequence_ids
output/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1_tab_abtab.csv,1/8,2,"1,6"
output/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1_tab_abtab.csv,1/4,7,"0,2,3,4,5,7,8"
output/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1/fourstep/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1_tab_abtab_fourstep.csv,1/4,2,"0,5"
output/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1/fourstep/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1_tab_abtab_non_chord.csv,1/8,2,"1,6"
output/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1/voices/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1_voice-1.csv,1/8,1,0
output/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1/voices/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1_voice-0.csv,1/8,1,0
output/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1/5189_16_sanctus_and_hosanna_from_missa_faisant_regrets-1_voices_merged.csv,1/8,2,"0,1"
