output_csv,duration,count,sequence_ids
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,1/32,15,"2,6,14,33,36,40,41,67,78,82,86,91,98,102,116"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,1/16,76,"0,3,4,5,8,9,11,13,15,17,18,20,23,24,26,28,29,30,32,34,35,37,38,39,43,44,45,46,47,48,49,51,53,54,55,56,57,58,61,63,64,65,66,68,70,72,73,74,76,77,80,83,85,87,89,90,92,94,96,97,99,100,101,105,106,109,111,112,115,118,120,121,123,124,126,129"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,1/8,40,"1,7,10,12,16,19,21,22,25,27,31,42,50,52,59,60,62,69,71,75,79,81,84,88,93,95,103,104,107,108,110,113,114,117,119,122,125,127,128,130"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_fourstep.csv,1/32,14,"2,6,14,33,36,40,41,67,78,82,86,98,102,116"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_fourstep.csv,1/16,8,"43,47,56,80,85,97,115,123"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_fourstep.csv,1/8,3,"7,119,122"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,1/32,15,"2,6,14,33,36,40,41,67,78,82,86,91,98,102,116"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,1/16,65,"0,3,4,5,8,13,15,17,18,20,23,24,26,28,29,30,32,34,35,38,44,45,46,47,48,49,51,53,54,55,57,58,61,63,64,66,68,70,72,73,74,77,83,85,87,89,90,92,94,96,97,99,100,106,109,111,112,115,118,120,121,123,124,126,129"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,1/8,2,"22,50"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_raw.csv,1/32,15,"0,5,12,25,28,32,33,55,66,72,75,79,86,90,101"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_raw.csv,1/16,54,"1,3,4,7,11,13,16,17,19,20,21,23,26,27,29,31,34,37,38,39,40,41,44,45,48,51,52,54,57,59,62,64,65,67,74,76,78,81,84,85,88,89,93,96,97,98,100,102,104,105,107,108,110,111"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_raw.csv,1/8,44,"2,6,8,9,10,14,15,18,22,24,30,35,36,42,43,46,47,49,50,53,56,58,60,61,63,68,69,70,71,73,77,80,82,83,87,91,92,94,95,99,103,106,109,112"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_raw_fourstep.csv,1/32,14,"0,5,12,25,28,32,33,55,66,72,75,86,90,101"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_raw_fourstep.csv,1/16,8,"34,39,45,67,74,85,100,107"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_raw_fourstep.csv,1/8,9,"6,8,46,53,56,69,80,103,106"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_raw_non_chord.csv,1/32,15,"0,5,12,25,28,32,33,55,66,72,75,79,86,90,101"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_raw_non_chord.csv,1/16,43,"1,3,4,13,16,17,19,20,21,23,26,27,37,38,39,40,41,44,48,51,52,57,59,62,65,74,76,78,81,84,85,88,96,97,98,100,102,104,105,107,108,110,111"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-1.csv,1/32,4,"2,9,11,24"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-1.csv,1/16,20,"0,3,4,5,6,8,10,13,14,15,16,17,18,19,21,25,27,28,30,31"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-1.csv,1/8,8,"1,7,12,20,22,23,26,29"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-1_fourstep.csv,1/32,4,"2,9,11,24"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-1_fourstep.csv,1/16,1,13
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-0.csv,1/32,1,12
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-0.csv,1/16,17,"0,1,3,6,7,8,9,10,11,14,17,19,21,22,24,25,27"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-0.csv,1/8,10,"2,4,5,13,15,16,18,20,23,26"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-0_fourstep.csv,1/32,1,12
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-0_fourstep.csv,1/16,1,24
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-0_fourstep.csv,1/8,1,23
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-5.csv,1/32,2,"0,4"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-5.csv,1/16,9,"2,3,5,7,9,10,11,13,16"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-5.csv,1/8,7,"1,6,8,12,14,15,17"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-5_fourstep.csv,1/32,2,"0,4"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-5_fourstep.csv,1/8,1,1
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-3.csv,1/32,4,"5,14,19,23"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-3.csv,1/16,18,"0,3,4,6,7,8,9,10,12,13,15,17,18,20,21,22,24,27"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-3.csv,1/8,7,"1,2,11,16,25,26,28"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-3_fourstep.csv,1/32,3,"5,19,23"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-3_fourstep.csv,1/16,3,"6,8,18"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-4.csv,1/32,2,"7,11"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-4.csv,1/16,5,"2,4,5,6,10"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-4.csv,1/8,5,"0,1,3,8,9"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-4_fourstep.csv,1/32,2,"7,11"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-4_fourstep.csv,1/16,1,10
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-2.csv,1/32,2,"10,22"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-2.csv,1/16,19,"0,1,2,3,4,6,7,8,9,11,12,13,16,18,19,21,24,26,28"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-2.csv,1/8,10,"5,14,15,17,20,23,25,27,29,30"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-2_fourstep.csv,1/32,2,"10,22"
output/5254_03_benedicta_es_coelorum_desprez-1/voices/5254_03_benedicta_es_coelorum_desprez-1_voice-2_fourstep.csv,1/16,2,"11,24"
