output_csv,sequence_length,count,sequence_ids
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,1,6,"0,18,22,49,66,94"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,2,26,"8,13,25,28,29,32,38,42,44,50,53,55,57,62,63,72,73,79,83,90,99,106,107,110,113,127"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,3,6,"1,12,19,31,117,128"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,4,33,"2,6,7,14,16,33,36,40,41,43,47,56,60,67,76,78,80,82,85,86,88,95,97,98,102,108,115,116,119,122,123,125,130"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,5,24,"21,27,35,45,51,54,58,61,65,68,74,77,84,87,89,92,96,100,104,109,112,114,120,124"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,6,21,"3,4,5,15,17,20,23,24,26,30,34,46,48,69,70,101,105,111,118,121,129"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,8,7,"9,10,11,37,81,91,93"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,9,1,126
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,10,3,"52,64,103"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,13,1,75
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,14,2,"39,59"
output/5254_03_benedicta_es_coelorum_desprez-1/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab.csv,15,1,71
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_fourstep.csv,4,25,"2,6,7,14,33,36,40,41,43,47,56,67,78,80,82,85,86,97,98,102,115,116,119,122,123"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,1,6,"0,18,22,49,66,94"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,2,18,"8,13,28,29,32,38,44,50,53,55,57,63,72,73,83,90,99,106"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,4,19,"2,6,14,33,36,40,41,47,67,78,82,85,86,97,98,102,115,116,123"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,5,18,"35,45,51,54,58,61,68,74,77,87,89,92,96,100,109,112,120,124"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,6,18,"3,4,5,15,17,20,23,24,26,30,34,46,48,70,111,118,121,129"
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,8,1,91
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,9,1,126
output/5254_03_benedicta_es_coelorum_desprez-1/fourstep/5254_03_benedicta_es_coelorum_desprez-1_tab_abtab_non_chord.csv,10,1,64
