output_csv,duration,count,sequence_ids
output/1025_adieu_mes_amours/1025_adieu_mes_amours_tab_abtab.csv,1/16,4,"0,7,16,28"
output/1025_adieu_mes_amours/1025_adieu_mes_amours_tab_abtab.csv,1/8,27,"1,2,3,4,5,6,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,29,30"
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_tab_abtab_fourstep.csv,1/16,3,"7,16,28"
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_tab_abtab_fourstep.csv,1/8,1,1
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_tab_abtab_non_chord.csv,1/16,4,"0,7,16,28"
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_tab_abtab_non_chord.csv,1/8,4,"9,10,12,20"
output/1025_adieu_mes_amours/1025_adieu_mes_amours_tab_raw.csv,1/16,4,"0,7,15,28"
output/1025_adieu_mes_amours/1025_adieu_mes_amours_tab_raw.csv,1/8,28,"1,2,3,4,5,6,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31"
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_tab_raw_fourstep.csv,1/16,3,"7,15,28"
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_tab_raw_fourstep.csv,1/8,1,1
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_tab_raw_non_chord.csv,1/16,4,"0,7,15,28"
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-0.csv,1/16,1,0
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-0.csv,1/8,17,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-0_fourstep.csv,1/8,1,1
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-1.csv,1/16,3,"3,7,15"
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-1.csv,1/8,14,"0,1,2,4,5,6,8,9,10,11,12,13,14,16"
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-1_fourstep.csv,1/16,3,"3,7,15"
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-1_fourstep.csv,1/8,1,16
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-2.csv,1/8,2,"0,1"
output/1025_adieu_mes_amours/voices/1025_adieu_mes_amours_voice-3.csv,1/8,5,"0,1,2,3,4"
output/1025_adieu_mes_amours/1025_adieu_mes_amours_voices_merged.csv,1/16,4,"0,21,25,33"
output/1025_adieu_mes_amours/1025_adieu_mes_amours_voices_merged.csv,1/8,38,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41"
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_voices_merged_fourstep.csv,1/16,3,"21,25,33"
output/1025_adieu_mes_amours/fourstep/1025_adieu_mes_amours_voices_merged_fourstep.csv,1/8,2,"1,34"
