output_csv,duration,count,sequence_ids
output/1274_12_qui_habitat_in_adjutorio-2/1274_12_qui_habitat_in_adjutorio-2_tab_abtab.csv,1/32,59,"2,4,5,7,9,11,13,15,17,20,26,28,30,32,34,36,39,41,45,47,49,51,53,55,59,61,63,65,67,68,70,72,75,76,78,81,83,85,87,88,90,92,94,96,99,103,105,107,109,112,114,116,118,121,123,125,128,129,131"
output/1274_12_qui_habitat_in_adjutorio-2/1274_12_qui_habitat_in_adjutorio-2_tab_abtab.csv,1/16,62,"0,1,3,8,10,12,14,16,19,21,23,25,27,29,31,33,35,37,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,71,73,77,80,82,84,86,89,91,93,95,98,100,101,102,104,106,108,110,111,113,115,117,119,122,124,126,130"
output/1274_12_qui_habitat_in_adjutorio-2/1274_12_qui_habitat_in_adjutorio-2_tab_abtab.csv,1/8,11,"6,18,22,24,43,57,74,79,97,120,127"
output/1274_12_qui_habitat_in_adjutorio-2/fourstep/1274_12_qui_habitat_in_adjutorio-2_tab_abtab_fourstep.csv,1/32,29,"9,11,15,26,30,34,36,41,47,51,55,59,63,67,70,78,83,87,90,94,99,105,109,114,118,121,125,128,131"
output/1274_12_qui_habitat_in_adjutorio-2/fourstep/1274_12_qui_habitat_in_adjutorio-2_tab_abtab_fourstep.csv,1/16,7,"35,37,71,110,119,122,126"
output/1274_12_qui_habitat_in_adjutorio-2/fourstep/1274_12_qui_habitat_in_adjutorio-2_tab_abtab_fourstep.csv,1/8,2,"74,97"
output/1274_12_qui_habitat_in_adjutorio-2/fourstep/1274_12_qui_habitat_in_adjutorio-2_tab_abtab_non_chord.csv,1/32,59,"2,4,5,7,9,11,13,15,17,20,26,28,30,32,34,36,39,41,45,47,49,51,53,55,59,61,63,65,67,68,70,72,75,76,78,81,83,85,87,88,90,92,94,96,99,103,105,107,109,112,114,116,118,121,123,125,128,129,131"
output/1274_12_qui_habitat_in_adjutorio-2/fourstep/1274_12_qui_habitat_in_adjutorio-2_tab_abtab_non_chord.csv,1/16,23,"1,8,10,14,25,29,33,35,40,46,50,54,58,62,66,71,77,82,86,93,98,104,108"
output/1274_12_qui_habitat_in_adjutorio-2/fourstep/1274_12_qui_habitat_in_adjutorio-2_tab_abtab_non_chord.csv,1/8,4,"6,18,22,57"
output/1274_12_qui_habitat_in_adjutorio-2/1274_12_qui_habitat_in_adjutorio-2_tab_raw.csv,1/32,30,"3,5,7,9,17,19,21,24,27,30,32,35,39,41,43,44,49,51,53,54,56,59,66,69,72,74,76,79,81,85"
output/1274_12_qui_habitat_in_adjutorio-2/1274_12_qui_habitat_in_adjutorio-2_tab_raw.csv,1/16,35,"0,4,8,10,13,14,16,18,20,23,25,26,28,29,31,33,36,40,42,45,46,50,52,55,57,60,62,64,67,70,71,73,75,77,80"
output/1274_12_qui_habitat_in_adjutorio-2/1274_12_qui_habitat_in_adjutorio-2_tab_raw.csv,1/8,21,"1,2,6,11,12,15,22,34,37,38,47,48,58,61,63,65,68,78,82,83,84"
