note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
209;59;1/4;181/4;104;1;ornamentation;0;1;True;1;[non_monotonic]
210;60;1/8;91/2;105;1;repetition;0;1;False;1;[non_monotonic]
211;59;1/8;365/8;106;1;ornamentation;0;1;False;1;[non_monotonic]
212;57;1/8;183/4;107;1;ornamentation;0;1;False;1;[non_monotonic]
213;59;1/8;367/8;108;1;ornamentation;0;1;False;1;[non_monotonic]
216;60;1;46;109;1;match;1;1;True;1;[non_monotonic]
493;54;1/4;381/4;235;4;ornamentation;0;6;True;0;[monotonic]
494;55;1/8;191/2;236;4;repetition;0;6;False;0;[monotonic]
495;53;1/8;765/8;237;4;ornamentation;0;6;False;0;[monotonic]
496;52;1/8;383/4;238;4;ornamentation;0;6;False;0;[monotonic]
497;50;1/8;767/8;239;4;ornamentation;0;6;False;0;[monotonic]
498;52;1/2;96;240;4;match;1;6;True;0;[monotonic]
