note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
299;60;1/4;45/2;202;0;match;0;10;True;10;[non_monotonic]
302;62;1/8;23;204;0;match;0;10;False;10;[non_monotonic]
303;60;1/8;185/8;205;0;ornamentation;0;10;False;10;[non_monotonic]
305;62;1/8;93/4;206;0;repetition;0;10;False;10;[non_monotonic]
306;63;1/8;187/8;207;0;match;0;10;False;10;[non_monotonic]
308;65;1/4;47/2;208;0;match;0;10;True;10;[non_monotonic]
394;68;1/4;59/2;260;0;match;0;13;True;13;[non_monotonic]
398;67;1/8;119/4;261;0;match;0;13;False;13;[non_monotonic]
399;68;1/8;239/8;262;0;ornamentation;0;13;False;13;[non_monotonic]
403;67;1/8;30;263;0;repetition;0;13;False;13;[non_monotonic]
406;65;1/8;241/8;264;0;match;0;13;False;13;[non_monotonic]
409;63;1/4;121/4;265;0;match;0;13;True;13;[non_monotonic]
486;57;1/16;557/16;308;0;ornamentation;0;18;True;18;[non_monotonic]
487;58;1/32;279/8;309;0;ornamentation;0;18;False;18;[non_monotonic]
488;57;1/32;1117/32;310;0;ornamentation;0;18;False;18;[non_monotonic]
489;55;1/32;559/16;311;0;ornamentation;0;18;False;18;[non_monotonic]
490;57;1/32;1119/32;312;0;ornamentation;0;18;False;18;[non_monotonic]
493;58;1/4;35;313;0;match;0;18;True;18;[non_monotonic]
559;62;1/16;637/16;351;0;ornamentation;0;20;True;20;[non_monotonic]
560;63;1/32;319/8;352;0;ornamentation;0;20;False;20;[non_monotonic]
561;62;1/32;1277/32;353;0;ornamentation;0;20;False;20;[non_monotonic]
562;60;1/32;639/16;354;0;ornamentation;0;20;False;20;[non_monotonic]
563;62;1/32;1279/32;355;0;ornamentation;0;20;False;20;[non_monotonic]
567;63;1/8;40;356;0;match;0;20;True;20;[non_monotonic]
807;56;3/16;57;501;0;match;0;27;True;27;[non_monotonic]
808;55;1/16;915/16;502;0;ornamentation;0;27;False;27;[non_monotonic]
809;53;1/16;229/4;503;0;ornamentation;0;27;False;27;[non_monotonic]
810;55;1/16;917/16;504;0;ornamentation;0;27;False;27;[non_monotonic]
811;56;1/16;459/8;505;0;repetition;0;27;False;27;[non_monotonic]
815;53;1/8;115/2;507;0;match;0;27;True;27;[non_monotonic]
932;57;1/16;1069/16;571;0;ornamentation;0;31;True;31;[non_monotonic]
933;58;1/32;535/8;572;0;ornamentation;0;31;False;31;[non_monotonic]
934;57;1/32;2141/32;573;0;ornamentation;0;31;False;31;[non_monotonic]
935;55;1/32;1071/16;574;0;ornamentation;0;31;False;31;[non_monotonic]
936;57;1/32;2143/32;575;0;ornamentation;0;31;False;31;[non_monotonic]
939;58;1/8;67;576;0;match;0;31;True;31;[non_monotonic]
1042;56;3/16;74;643;0;match;0;35;True;35;[non_monotonic]
1043;55;1/16;1187/16;644;0;ornamentation;0;35;False;35;[non_monotonic]
1044;53;1/16;297/4;645;0;ornamentation;0;35;False;35;[non_monotonic]
1045;55;1/16;1189/16;646;0;ornamentation;0;35;False;35;[non_monotonic]
1046;56;1/16;595/8;647;0;repetition;0;35;False;35;[non_monotonic]
1050;53;1/8;149/2;649;0;match;0;35;True;35;[non_monotonic]
1146;60;1/8;657/8;704;0;ornamentation;0;39;True;39;[monotonic]
1147;61;1/16;329/4;705;0;repetition;0;39;False;39;[monotonic]
1148;60;1/16;1317/16;706;0;ornamentation;0;39;False;39;[monotonic]
1149;58;1/16;659/8;707;0;ornamentation;0;39;False;39;[monotonic]
1150;56;1/16;1319/16;708;0;ornamentation;0;39;False;39;[monotonic]
1154;58;1/8;165/2;709;0;match;0;39;True;39;[monotonic]
1174;57;1/16;1341/16;721;0;ornamentation;0;42;True;42;[non_monotonic]
1175;58;1/32;671/8;722;0;ornamentation;0;42;False;42;[non_monotonic]
1176;57;1/32;2685/32;723;0;ornamentation;0;42;False;42;[non_monotonic]
1177;55;1/32;1343/16;724;0;ornamentation;0;42;False;42;[non_monotonic]
1178;57;1/32;2687/32;725;0;ornamentation;0;42;False;42;[non_monotonic]
1182;58;1;84;726;0;match;0;42;True;42;[non_monotonic]
131;58;1/4;10;89;1;match;1;48;True;5;[monotonic]
132;55;1/16;41/4;90;1;ornamentation;0;48;False;5;[monotonic]
133;57;1/16;165/16;91;1;ornamentation;0;48;False;5;[monotonic]
134;58;1/16;83/8;92;1;ornamentation;0;48;False;5;[monotonic]
135;60;1/16;167/16;93;1;ornamentation;0;48;False;5;[monotonic]
139;58;3/16;21/2;94;1;match;1;48;True;5;[monotonic]
349;56;1/8;53/2;234;1;repetition;0;55;True;12;[non_monotonic]
350;58;1/32;213/8;235;1;ornamentation;0;55;False;12;[non_monotonic]
351;56;1/32;853/32;236;1;ornamentation;0;55;False;12;[non_monotonic]
352;55;1/32;427/16;237;1;ornamentation;0;55;False;12;[non_monotonic]
353;56;1/32;855/32;238;1;ornamentation;0;55;False;12;[non_monotonic]
355;55;1/4;107/4;239;1;match;0;55;True;12;[non_monotonic]
455;52;1/8;131/4;288;1;match;0;60;True;17;[non_monotonic]
456;53;1/32;263/8;289;1;ornamentation;0;60;False;17;[non_monotonic]
457;52;1/32;1053/32;290;1;ornamentation;0;60;False;17;[non_monotonic]
458;50;1/32;527/16;291;1;ornamentation;0;60;False;17;[non_monotonic]
459;52;1/32;1055/32;292;1;ornamentation;0;60;False;17;[non_monotonic]
461;53;1/4;33;293;1;match;1;60;True;17;[non_monotonic]
969;50;1/8;553/8;596;1;ornamentation;0;74;True;31;[monotonic]
970;48;1/16;277/4;597;1;ornamentation;0;74;False;31;[monotonic]
971;50;1/16;1109/16;598;1;ornamentation;0;74;False;31;[monotonic]
972;51;1/16;555/8;599;1;repetition;0;74;False;31;[monotonic]
973;53;1/16;1111/16;600;1;ornamentation;0;74;False;31;[monotonic]
976;54;3/16;139/2;601;1;ficta;1;74;True;31;[monotonic]
1071;57;1/16;1213/16;661;1;ornamentation;0;78;True;35;[non_monotonic]
1072;58;1/32;607/8;662;1;ornamentation;0;78;False;35;[non_monotonic]
1073;57;1/32;2429/32;663;1;ornamentation;0;78;False;35;[non_monotonic]
1074;55;1/32;1215/16;664;1;ornamentation;0;78;False;35;[non_monotonic]
1075;57;1/32;2431/32;665;1;ornamentation;0;78;False;35;[non_monotonic]
1078;58;3/16;76;666;1;match;1;78;True;35;[non_monotonic]
229;48;1/8;35/2;152;2;repetition;1;84;True;4;[non_monotonic]
231;50;1/32;141/8;153;2;ornamentation;0;84;False;4;[non_monotonic]
232;48;1/32;565/32;154;2;ornamentation;0;84;False;4;[non_monotonic]
233;46;1/32;283/16;155;2;ornamentation;0;84;False;4;[non_monotonic]
234;48;1/32;567/32;156;2;ornamentation;0;84;False;4;[non_monotonic]
235;50;1/4;71/4;157;2;match;0;84;True;4;[non_monotonic]
248;50;1/16;301/16;167;2;ornamentation;0;86;True;6;[non_monotonic]
249;51;1/32;151/8;168;2;ornamentation;0;86;False;6;[non_monotonic]
250;50;1/32;605/32;169;2;ornamentation;0;86;False;6;[non_monotonic]
251;51;1/32;303/16;170;2;ornamentation;0;86;False;6;[non_monotonic]
252;53;1/32;607/32;171;2;ornamentation;0;86;False;6;[non_monotonic]
254;51;1/8;19;172;2;repetition;0;86;True;6;[non_monotonic]
671;48;1/8;95/2;414;2;repetition;1;93;True;13;[non_monotonic]
673;50;1/32;381/8;415;2;ornamentation;0;93;False;13;[non_monotonic]
674;48;1/32;1525/32;416;2;ornamentation;0;93;False;13;[non_monotonic]
675;46;1/32;763/16;417;2;ornamentation;0;93;False;13;[non_monotonic]
676;48;1/32;1527/32;418;2;ornamentation;0;93;False;13;[non_monotonic]
677;50;1/16;191/4;419;2;repetition;0;93;True;13;[non_monotonic]
694;48;1/8;49;429;2;match;1;96;True;16;[non_monotonic]
696;46;1/16;393/8;430;2;ornamentation;0;96;False;16;[non_monotonic]
697;48;1/16;787/16;431;2;ornamentation;0;96;False;16;[non_monotonic]
698;50;1/16;197/4;432;2;ornamentation;0;96;False;16;[non_monotonic]
699;48;1/16;789/16;433;2;ornamentation;0;96;False;16;[non_monotonic]
700;50;1/32;395/8;434;2;ornamentation;0;96;True;16;[non_monotonic]
699;48;1/16;789/16;433;2;ornamentation;0;97;True;17;[non_monotonic]
700;50;1/32;395/8;434;2;ornamentation;0;97;False;17;[non_monotonic]
701;48;1/32;1581/32;435;2;ornamentation;0;97;False;17;[non_monotonic]
702;46;1/32;791/16;436;2;ornamentation;0;97;False;17;[non_monotonic]
703;48;1/32;1583/32;437;2;ornamentation;0;97;False;17;[non_monotonic]
705;46;1/4;99/2;438;2;match;2;97;True;17;[non_monotonic]
755;50;1/16;861/16;468;2;ornamentation;0;102;True;22;[non_monotonic]
756;51;1/32;431/8;469;2;ornamentation;0;102;False;22;[non_monotonic]
757;50;1/32;1725/32;470;2;ornamentation;0;102;False;22;[non_monotonic]
758;51;1/32;863/16;471;2;ornamentation;0;102;False;22;[non_monotonic]
759;53;1/32;1727/32;472;2;ornamentation;0;102;False;22;[non_monotonic]
761;51;1/8;54;473;2;repetition;1;102;True;22;[non_monotonic]
849;53;1/4;119/2;527;2;match;2;103;True;23;[monotonic]
851;50;1/16;239/4;528;2;ornamentation;0;103;False;23;[monotonic]
852;51;1/16;957/16;529;2;ornamentation;0;103;False;23;[monotonic]
853;53;1/16;479/8;530;2;ornamentation;0;103;False;23;[monotonic]
854;55;1/16;959/16;531;2;ornamentation;0;103;False;23;[monotonic]
856;53;1/4;60;532;2;repetition;1;103;True;23;[monotonic]
994;50;1/16;1133/16;612;2;ornamentation;0;109;True;29;[non_monotonic]
995;51;1/32;567/8;613;2;ornamentation;0;109;False;29;[non_monotonic]
996;50;1/32;2269/32;614;2;ornamentation;0;109;False;29;[non_monotonic]
997;51;1/32;1135/16;615;2;ornamentation;0;109;False;29;[non_monotonic]
998;53;1/32;2271/32;616;2;ornamentation;0;109;False;29;[non_monotonic]
1000;51;1/8;71;617;2;repetition;1;109;True;29;[non_monotonic]
262;45;1/8;157/8;177;3;ornamentation;0;116;True;5;[non_monotonic]
263;46;1/16;79/4;178;3;repetition;0;116;False;5;[non_monotonic]
264;45;1/16;317/16;179;3;ornamentation;0;116;False;5;[non_monotonic]
